id_envio,fecha_operacion,cantidad_paquetes,peso_paquete_kg,tarifa_base,descuento_pct,canal,metodo_pago,calificacion,costo_envio,observacion,sedes_nombre,sedes_distrito,sedes_zona,tipos_envio_nombre,tipos_envio_categoria,tipos_envio_tarifa_base,clientes_nombre,clientes_distrito,clientes_segmento,clientes_fecha_registro
273,2026-01-01,6,14.91,51.69,0,  Web ,Tarjeta,5,102.15 aprox,,Sede 6,Surco,centro,Fragil,  Especial ,51.69,Fiorella Mendoza,Los Olivos,Premium,2025-12-22
274,2026-05-07,5,17.37,51.69,0,Telefono,Yape,3,115.88,Revisar,Sede 5,lima,Oeste,Fragil,  Especial ,51.69,Valeria Paredes,LoS OlIvOs,Corporativo,2025-04-15
275,2026-02-02,6,9.84,51.69,10,Presencial,yape,4,83.98,,Sede 6,Surco,centro,Fragil,  Especial ,51.69,Luis Paredes,ate,Corporativo,2025-01-22
276,2026-04-21,6,10.43,14.68,8,Telefono,Plin,5,101.73,OK,Sede 6,Surco,centro,Paquete pequeno,Liviano,14.68,Lucia Campos,  Independencia ,Frecuente,2025-05-03
277,2026-04-03,1, 32.67 ,"43,99",0,WhatsApp,Tarjeta,4,109.2,Cliente frecuente,  Sede 2 ,Chorrillos,Sur,Paquete grande,Regular,43.99,Claudia Soto,,Nuevo,2025-04-25
278,2026-02-01,1 aprox,23.43,,12 aprox,App,Efectivo,2,125.27,Promocion,Sede 5,lima,Oeste,Mudanza pequena,Volumen,118.81,Ana Campos,Villa El Salvador,Premium,2025-11-12
279,2026-01-03,,26.0,8.28,5,PrEsEnCiAl,Plin,3,76.32,OK,Sede 5,lima,Oeste,Documento,LIVIANO,8.28,Carlos Flores,Chorrillos,Regular,2025-11-05
280,2026-03-19,5,15.34,118.81,15,Web,Efectivo,2,143.07,Cliente frecuente,  Sede 2 ,Chorrillos,Sur,Mudanza pequena,Volumen,118.81,Elena Rojas,CHORRILLOS,PrEmIuM,2025-08-03
281,2026-01-10,1,29.75,57.44,15,APP,Yape,5,109.16 aprox,Promocion,Sede 6,Surco,centro,Courier empresarial,Empresa,57.44,Ana Vargas,San Miguel,  Corporativo ,2025-06-15
282,2026-06-02,8,32.96,26.64,0,WhAtSaPp,Yape,1,115.17,Revisar,Sede 4,SaN MiGuEl,  Este ,Paquete mediano,Regular,26.64,Ana Rojas,Chorrillos,Nuevo,2025-04-09
283,2026-01-12,2,16.7 aprox,76.22,0,Web,Yape,4,122.16,,  Sede 2 ,Chorrillos,Sur,Express,,76.22,Jorge Mendoza,Independencia,Frecuente,2025-12-13
284,2026-02-05,1,"12,83",118.81,20,  Telefono ,efectivo,5,123.49,,Sede 4,SaN MiGuEl,  Este ,Mudanza pequena,Volumen,118.81,pedro huaman,Los Olivos,Nuevo,2025-10-17
285,2026-03-22,4,4.76,51.69,15,,Transferencia,3,59.86,CLIENTE FRECUENTE,Sede 6,Surco,centro,Fragil,  Especial ,51.69,Elena Salazar,SURCO,Frecuente,2025-09-18
286,2026-05-20,6,6.12,14.68,0,,Tarjeta,4,"78,13",,  Sede 2 ,Chorrillos,Sur,Paquete pequeno,Liviano,14.68,,Lima,frecuente,2025-05-06
287,2026-03-06,3,1.5 aprox,43.99,0,Presencial,Transferencia,3,69.88,Cliente frecuente,Sede 4,SaN MiGuEl,  Este ,Paquete grande,Regular,43.99,Jorge Mendoza,Independencia,Frecuente,2025-12-13
288,2026-02-09,5,1.83,76.22,20,Web,Tarjeta,5,100.31,OK,Sede 7,Comas,este,Express,,76.22,Maria Campos,Independencia,corporativo,2025-09-14
289,2026-03-07,5,30.03,51.69,0,Web,Yape,3,134.93,Revisar,Sede 4,SaN MiGuEl,  Este ,Fragil,  Especial ,51.69,Miguel Mendoza,Comas,Corporativo,2025-06-02
290,2026-05-01,5,29.11,51.69,0,Web,Yape,5,116.66,Promocion,Sede 6,Surco,centro,Fragil,  Especial ,51.69,Fiorella Gomez,Chorrillos,Regular,2025-08-09
291,2026-05-06, 6 ,6.19,118.81,8,App,Yape,2,161.93,Cliente frecuente,Sede 7,Comas,este,Mudanza pequena,Volumen,118.81,,San Juan de Lurigancho,Frecuente,2025-04-19
292,2026-02-15,1,28.15,43.99,12,Web,Plin,2,273.83,Promocion,Sede 7,Comas,este,Paquete grande,Regular,43.99,Victor Flores,Independencia,Corporativo,2025-05-05
293,2026-02-07,2,2.43,8.28,15,Telefono,Tarjeta,4,20.2,Revisar,Sede 3,Independencia,Sur,Documento,LIVIANO,8.28,Claudia Ramos,Lima,Corporativo,2025-05-04
294,2026-04-13,5,10.02,14.68,20,WhatsApp,Yape,2,70.97,Revisar,Sede 5,lima,Oeste,Paquete pequeno,Liviano,14.68,Claudia Soto,,Nuevo,2025-04-25
295,2026-05-12,2, 34.59 ,118.81,0,Telefono,Efectivo,2,173.45,Revisar,Sede 1,,  Este ,Mudanza pequena,Volumen,118.81,Diana Torres,Callao,Premium,2025-04-06
296,2026-01-20,2,"31,4",8.28,10,WhatsApp,yape,5,78.87,,Sede 4,SaN MiGuEl,  Este ,Documento,LIVIANO,8.28,Miguel Mendoza,Comas,Corporativo,2025-06-02
297,2026-05-22,7,19.17,S/ 43.99,8,,Yape,2,114.21,,Sede 4,SaN MiGuEl,  Este ,Paquete grande,Regular,43.99,Sofia Vargas,San Juan de Lurigancho,Nuevo,2025-02-06
298,2026-01-07, 5 ,29.81,26.64,5 aprox,Telefono,Efectivo,4,96.15,Cliente frecuente,Sede 1,,  Este ,Paquete mediano,Regular,26.64,Lucia Campos,  Independencia ,Frecuente,2025-05-03
299,2026-06-22,7 aprox,6.58,57.44,5,WhatsApp,Tarjeta,2,90.17,ReViSaR,  Sede 2 ,Chorrillos,Sur,Courier empresarial,Empresa,57.44,Fiorella Mendoza,Los Olivos,Premium,2025-12-22
300,2026-03-19,3,1.14,8.28,20,App,Tarjeta,1,12.13,Cliente frecuente,Sede 5,lima,Oeste,Documento,LIVIANO,8.28,Maria Huaman,  Chorrillos ,Frecuente,2025-12-18
301,2026-02-27,1,1.92,14.68,0 aprox,Presencial,Tarjeta,3,52.16,OK,Sede 6,Surco,centro,Paquete pequeno,Liviano,14.68,Miguel Cruz,Callao,Premium,2025-08-03
302,2026-03-02,6,8.07,8.28,5,Presencial,Yape,1,77.29,Revisar,Sede 5,lima,Oeste,Documento,LIVIANO,8.28,Miguel Quispe,Callao,CORPORATIVO,07-01-2025
303,2026-03-12,8,2.78,8.28,8,App,Plin,2,53.28,Cliente frecuente,Sede 4,SaN MiGuEl,  Este ,Documento,LIVIANO,8.28,Maria Paredes,Surco,CORPORATIVO,2025-09-19
304,2026-02-14,1,2.97,"76,22",5,Presencial,Tarjeta,2,79.91,Revisar,Sede 5,lima,Oeste,Express,,76.22,Raul Reyes,,Corporativo,2025-11-16
305,01/04/2026,6,14.35,8.28,15,WHATSAPP,Efectivo,2,50.73,Revisar,Sede 3,Independencia,Sur,Documento,LIVIANO,8.28,Valeria Paredes,LoS OlIvOs,Corporativo,2025-04-15
306,2026-05-16,7,1.4,76.22,0,Presencial,Plin,4,S/ 112.66,Revisar,Sede 5,lima,Oeste,Express,,76.22,Lucia Campos,  Independencia ,Frecuente,2025-05-03
307,2026-05-12,5 aprox,14.31,76.22,20,WhatsApp,Plin,5 aprox,118.74,Revisar,Sede 3,Independencia,Sur,Express,,76.22,Diana Castillo,,Regular,12/05/2025
308,2026-05-17,3,26.77, 57.44 ,15,App,Plin,5,117.4,,Sede 4,SaN MiGuEl,  Este ,Courier empresarial,Empresa,57.44,Miguel Mendoza,Comas,Corporativo,2025-06-02
309,2026-06-04,,13.86 aprox,S/ 51.69,0,App,Transferencia,4,106.72,,  Sede 2 ,Chorrillos,Sur,Fragil,  Especial ,51.69,Sofia Gomez,Ventanilla,FRECUENTE,2025-06-17
310,2026-06-23,1,24.24,14.68,20,App,TARJETA,1,51.8,,Sede 1,,  Este ,Paquete pequeno,Liviano,14.68,Luis Paredes,ate,Corporativo,2025-01-22
311,2026-02-03,2,"6,07",,0,,  Transferencia , 3 ,41.27,Cliente frecuente,Sede 4,SaN MiGuEl,  Este ,Paquete mediano,Regular,26.64,Maria Huaman,  Chorrillos ,Frecuente,2025-12-18
312,2026-04-10,2,"34,81", 8.28 ,0,,Yape,5,62.36,Promocion,Sede 4,SaN MiGuEl,  Este ,Documento,LIVIANO,8.28,Sofia Ramos,Ventanilla,Frecuente, 2025-01-03 
313,2026-05-03,8,9.76,118.81,0,Web,,3,136.91,Revisar,Sede 1,,  Este ,Mudanza pequena,Volumen,118.81,Sofia Vargas,San Juan de Lurigancho,Nuevo,2025-02-06
314,2026-04-19,4,1.28,57.44,0,Presencial,Efectivo,5,89.52,   ,  Sede 2 ,Chorrillos,Sur,Courier empresarial,Empresa,57.44,Miguel Flores,La Molina,CoRpOrAtIvO,2025-10-23
315,2026-03-25,8,7.63,76.22,10,Web,Plin,5,130.99,Cliente frecuente,Sede 5,lima,Oeste,Express,,76.22,VALERIA QUISPE,Callao,Nuevo,2025-06-04
316,2026-05-14,7,10.28,76.22,0,WhatsApp,Yape,5,125.84,,Sede 5,lima,Oeste,Express,,76.22,Jorge Castillo,San Miguel,Premium,2025-08-27
317,2026-01-28,4,24.97,89.36, 5 ,WhatsApp,Tarjeta,4,139.0,,Sede 5,lima,Oeste,Refrigerado,EsPeCiAl,89.36,,Lima,frecuente,2025-05-06
318,2026-05-26,5,14.3,118.81,8,Presencial,tarjeta,3,164.8,OK,Sede 1,,  Este ,Mudanza pequena,Volumen,118.81,Maria Huaman,  Chorrillos ,Frecuente,2025-12-18
319,2026-04-15,5,16.44,51.69,20,App,Efectivo,4,76.03,,  Sede 2 ,Chorrillos,Sur,Fragil,  Especial ,51.69,Sofia Gomez,Ventanilla,FRECUENTE,2025-06-17
320,2026-02-23,1,6.41,26.64,0,Telefono,Plin,3,52.21,Revisar,Sede 7,Comas,este,Paquete mediano,Regular,26.64,Fiorella Ramos,Surco,Regular, 2025-06-26 
321,20/01/2026,6,9.77,57.44,5,App,Efectivo,1,93.23,Promocion,Sede 4,SaN MiGuEl,  Este ,Courier empresarial,Empresa,57.44,VALERIA QUISPE,Callao,Nuevo,2025-06-04
322,2026/02/15,6,2.63,51.69,12,Presencial,YaPe,1,82.63,,Sede 6,Surco,centro,Fragil,  Especial ,51.69,Fiorella Paredes,La  Molina,Corporativo,2025-09-26
323,2026-02-08, 1 ,23.64,26.64,12,Web,,5,78.15,Cliente frecuente,Sede 3,Independencia,Sur,Paquete mediano,Regular,26.64,Miguel Navarro,La Molina,Regular,2025-06-17
324,2026-05-13,5,15.49,51.69,0,WhatsApp,Plin,1,107.47,OK,Sede 5,lima,Oeste,Fragil,  Especial ,51.69,Raul Salazar,Lima,Premium,2025-03-04
325,,5,32.84,8.28 aprox,,App,Tarjeta,2,78.46,,Sede 1,,  Este ,Documento,LIVIANO,8.28,Carlos Flores,Chorrillos,Regular,2025-11-05
326,2026-01-15,1,17.5,89.36,5,App,,5,,Revisar,Sede 1,,  Este ,Refrigerado,EsPeCiAl,89.36,Luis Rojas,San  Juan  de  Lurigancho,nuevo,2025/10/18
327,2026-01-16,3,6.38,51.69,15,App,Tarjeta,,61.99,,Sede 5,lima,Oeste,Fragil,  Especial ,51.69,Miguel Reyes,Surco,Premium,2025/01/09
328,2026-05-04,6,8.32,26.64,8,Presencial,Transferencia,5,"63,58",Promocion,Sede 6,Surco,centro,Paquete mediano,Regular,26.64,Raul Sayan,Ventanilla,Corporativo,2025-08-09
329,2026-01-10,5,30.74,43.99,,Web,Transferencia,1,120.79,Cliente frecuente,Sede 1,,  Este ,Paquete grande,Regular,43.99,Fiorella Soto,Lima,FrEcUeNtE,2025-11-19
330,2026-01-06,7,17.74,43.99,8,App,Efectivo,5,101.87,Revisar,Sede 6,Surco,centro,Paquete grande,Regular,43.99,Jose Huaman,  Ventanilla ,Regular,2025-03-18
331,2026-03-03,1,13.28 aprox,8.28,10,App,efectivo,1,,Promocion,Sede 5,lima,Oeste,Documento,LIVIANO,8.28,VALERIA QUISPE,Callao,Nuevo,2025-06-04
332,2026-04-28,1,30.16,51.69,5,  Telefono ,Efectivo,5 aprox,103.42 aprox,,  Sede 2 ,Chorrillos,Sur,Fragil,  Especial ,51.69,Fiorella Gomez,Chorrillos,Regular,2025-08-09
333,2026-01-04,8,21.63,89.36,0,Telefono,Efectivo,1,579.71,Promocion,Sede 1,,  Este ,Refrigerado,EsPeCiAl,89.36,Jorge Gomez,Villa El Salvador,Frecuente,2025-09-16
334,2026-02-24,2,19.96,8.28,0,App,Transferencia,2,68.29,Promocion,Sede 7,Comas,este,Documento,LIVIANO,8.28,pedro huaman,Los Olivos,Nuevo,2025-10-17
335,2026-01-05,3,3.68,8.28,8,Web,Yape,1,30.22,Revisar,  Sede 2 ,Chorrillos,Sur,Documento,LIVIANO,8.28,,Lima,frecuente,2025-05-06
336,2026-04-07,7, 3.08 ,14.68,8,Presencial,,2,69.74,OK,Sede 4,SaN MiGuEl,  Este ,Paquete pequeno,Liviano,14.68,Victor Reyes,Callao,,2025-05-11
337,2026-06-04,3,,118.81,15,Web,TrAnSfErEnCiA,3,638.23,,Sede 5,lima,Oeste,Mudanza pequena,Volumen,118.81,Carlos Huaman,Chorrillos,Premium,2025-10-20
338, 2026-02-22 ,7,2.79,8.28,0,App,Plin,3,"55,15",Revisar,Sede 3,Independencia,Sur,Documento,LIVIANO,8.28,Andre Gomez,ATE,Premium,2025-12-21
339,2026-06-26,6,10.97,14.68,0,Presencial,Transferencia,5,74.49,,Sede 1,,  Este ,Paquete pequeno,Liviano,14.68,Jorge Castillo,San Miguel,Premium,2025-08-27
340,2026/05/23,7,28.58,26.64,20,WhatsApp,Efectivo,3,108.45,Promocion,Sede 4,SaN MiGuEl,  Este ,Paquete mediano,Regular,26.64,Claudia Soto,,Nuevo,2025-04-25
341,2026-04-09,4,15.22,76.22,5,Presencial,Yape,2,108.13,Revisar,Sede 1,,  Este ,Express,,76.22,VALERIA QUISPE,Callao,Nuevo,2025-06-04
342,2026-01-13,8,28.39,8.28,0,App,Efectivo,4,94.88 aprox,OK,Sede 3,Independencia,Sur,Documento,LIVIANO,8.28,Claudia Rojas,San Juan de Lurigancho,Corporativo,06/01/2025
343,16/06/2026,8,23.03,8.28,5,WhatsApp,  Yape ,2,88.25,OK,Sede 5,lima,Oeste,Documento,LIVIANO,8.28,Claudia Ramos,Lima,Corporativo,2025-05-04
344,2026-01-21,3,25.91,26.64,10 aprox,Web,Efectivo,1 aprox,,Revisar,Sede 5,lima,Oeste,Paquete mediano,Regular,26.64,Miguel  Cruz,Surco,Regular,15/12/2025
345,2026-02-11,3,27.31,118.81,8,App,Plin,4,S/ 168.99,Revisar,Sede 6,Surco,centro,Mudanza pequena,Volumen,118.81,Fiorella Gomez,Chorrillos,Regular,2025-08-09
346,2026-01-28,5,21.86,43.99,8,App,,2,105.02,,Sede 3,Independencia,Sur,Paquete grande,Regular,43.99,Andre Gomez,ATE,Premium,2025-12-21
347,2026-04-21,5 aprox,14.8, 8.28 ,0,ApP,TARJETA,4,,Cliente frecuente,  Sede 2 ,Chorrillos,Sur,Documento,LIVIANO,8.28,Miguel Flores,La Molina,CoRpOrAtIvO,2025-10-23
348,2026-06-01,6,8.73,26.64,0,Telefono,,1,77.52,Promocion,Sede 1,,  Este ,Paquete mediano,Regular,26.64,Fiorella Huaman,Ventanilla,Premium,2025-05-05
349,2026-05-15,2,1.04 aprox,43.99,0 aprox,Presencial,Plin,3,41.66,,Sede 5,lima,Oeste,Paquete grande,Regular,43.99,Andre Gomez,ATE,Premium,2025-12-21
350,2026-01-11,2,20.16,26.64 aprox,8,Presencial,Efectivo,,96.18,Cliente frecuente,Sede 7,Comas,este,Paquete mediano,Regular,26.64,Diana Torres,Callao,Premium,2025-04-06
351,2026/04/05,6,8.64,89.36,,  Web ,Plin,1,133.66,Promocion,  Sede 2 ,Chorrillos,Sur,Refrigerado,EsPeCiAl,89.36,Elena Paredes,Los Olivos,Corporativo,2025-02-27
352,2026-03-14,7,26.87,51.69,15,App,YAPE,3,126.54,OK,Sede 5,lima,Oeste,Fragil,  Especial ,51.69,Luis Torres,Ate,Premium,2025-06-12
353,2026-06-12,7 aprox,31.18,8.28,20,Presencial,Yape,5,107.95,Cliente frecuente,Sede 4,SaN MiGuEl,  Este ,Documento,LIVIANO,8.28,Carlos Flores,Chorrillos,Regular,2025-11-05
354,2026-01-07,2,33.14,118.81,20,App,Tarjeta,3,170.62,,Sede 3,Independencia,Sur,Mudanza pequena,Volumen,118.81,Miguel Quispe,Callao,CORPORATIVO,07-01-2025
355,2026-06-16,6,5.89,8.28,0,  WhatsApp ,PlIn,5,60.65 aprox,,Sede 7,Comas,este,Documento,LIVIANO,8.28,Miguel Navarro,La Molina,Regular,2025-06-17
356,2026-04-07, 7 ,29.59,118.81,5,Presencial,Plin,4,179.55,OK,  Sede 2 ,Chorrillos,Sur,Mudanza pequena,Volumen,118.81,Miguel Flores,San Juan de Lurigancho,Frecuente,2025-01-16
357,2026-05-18,3,11.14,26.64,0,Presencial,Efectivo,2,50.77 aprox,,Sede 6,Surco,centro,Paquete mediano,Regular,26.64,Raul Navarro,SURCO,PREMIUM,2025-05-27
358,2026-04-19,7,"16,09","26,64",0 aprox,WhatsApp,Transferencia,2,99.41,,Sede 7,Comas,este,Paquete mediano,Regular,26.64,Jorge Ramos,Ate,  Nuevo ,2025-09-20
359,2026-04-22,4,24.87,26.64,0,Presencial,YaPe,2,96.6,,Sede 6,Surco,centro,Paquete mediano,Regular,26.64,Elena Paredes,Los Olivos,Corporativo,2025-02-27
360,2026-03-27,4,19.7,57.44,0,Telefono,Plin,3,115.7,Revisar,Sede 7,Comas,este,Courier empresarial,Empresa,57.44,Claudia Ramos,Lima,Corporativo,2025-05-04
361,2026-06-18, 2 ,8.43,,10,,Transferencia,1,57.18,,Sede 6,Surco,centro,Paquete mediano,Regular,26.64,Victor Flores,Independencia,Corporativo,2025-05-05
362,2026/05/14,5,10.26,"14,68",15,App,Transferencia,3,50.91,PrOmOcIoN,Sede 3,Independencia,Sur,Paquete pequeno,Liviano,14.68,Valeria Reyes,Chorrillos,Frecuente,2025-10-05
363,2026-05-20,4,65.5,76.22,0,WhatsApp,,3,209.62,Revisar,Sede 4,SaN MiGuEl,  Este ,Express,,76.22,Maria Paredes,Surco,CORPORATIVO,2025-09-19
364,2026-03-15,3,,14.68,15,app,Transferencia,3,59.79,,Sede 5,lima,Oeste,Paquete pequeno,Liviano,14.68,Andre Mendoza,Ate,Frecuente,2025/10/26
365,2026-06-26,5,21.12,89.36,10,WhatsApp,Plin,2,156.47,,  Sede 2 ,Chorrillos,Sur,Refrigerado,EsPeCiAl,89.36,Fiorella Soto,Lima,FrEcUeNtE,2025-11-19
366,2026-06-08,3,4.22,76.22,5,WhatsApp,Tarjeta,5,93.42,Revisar,Sede 1,,  Este ,Express,,76.22,Claudia Mendoza,Villa El Salvador,Corporativo,2025-09-03
367,2026-03-18,6, 0.21 ,118.81,20,Web,Efectivo,1,118.19,Promocion,Sede 7,Comas,este,Mudanza pequena,Volumen,118.81,Fiorella Paredes,La  Molina,Corporativo,2025-09-26
368,2026-01-17,5,6.36,89.36,12,Presencial,Plin,1,127.26,,Sede 7,Comas,este,Refrigerado,EsPeCiAl,89.36,Luis Torres,Ate,Premium,2025-06-12
369,2026-01-01,8,20.0,57.44,12,Telefono,Efectivo,4,121.89,Revisar,  Sede 2 ,Chorrillos,Sur,Courier empresarial,Empresa,57.44,Valeria Reyes,Chorrillos,Frecuente,2025-10-05
370,2026-03-25,7,30.92,26.64,12,Presencial,Efectivo,2,119.47,,Sede 1,,  Este ,Paquete mediano,Regular,26.64,Andre Mendoza,Ate,Frecuente,2025/10/26
371,2026-06-08,3, 23.05 ,51.69,15,Presencial,  Yape ,4,91.04,,Sede 3,Independencia,Sur,Fragil,  Especial ,51.69,Carlos Quispe,San Miguel,CORPORATIVO,2025-04-17
372,2026-02-03,1,124.82,14.68,0,Web,,3,246.81,,Sede 1,,  Este ,Paquete pequeno,Liviano,14.68,,Ate,Premium,2025-10-09
373,2026-05-09,7,21.69,26.64,8,Telefono,PlIn,5,102.24,,Sede 4,SaN MiGuEl,  Este ,Paquete mediano,Regular,26.64,Valeria Torres,Chorrillos,Corporativo,2025-09-22
374,2026-01-02,4,11.29,14.68,0,Telefono,Tarjeta,4,56.16,Revisar,Sede 3,Independencia,Sur,Paquete pequeno,Liviano,14.68,Diana Torres,Callao,Premium,2025-04-06
375,2026-03-25,2,6.4,14.68,5,Telefono,Plin,2,12.93,OK,Sede 6,Surco,centro,Paquete pequeno,Liviano,14.68,Jose Huaman,  Ventanilla ,Regular,2025-03-18
376,2026-02-03,1 aprox,8.67,43.99,20,APP,Plin,3,,Revisar,Sede 1,,  Este ,Paquete grande,Regular,43.99,Luis Torres,Ate,Premium,2025-06-12
377,2026-03-13,3,23.4,8.28,8,WeB,Yape,5,65.27,OK,Sede 1,,  Este ,Documento,LIVIANO,8.28,Miguel Quispe,Callao,CORPORATIVO,07-01-2025
378,2026-02-02,4,,"51,69",0,Telefono,TaRjEtA,4,108.73,Revisar,Sede 4,SaN MiGuEl,  Este ,Fragil,  Especial ,51.69,Maria Huaman,  Chorrillos ,Frecuente,2025-12-18
379,2026-01-17,1,18.73,89.36,10,App,efectivo,1,103.18,,  Sede 2 ,Chorrillos,Sur,Refrigerado,EsPeCiAl,89.36,Sofia Gomez,Ventanilla,FRECUENTE,2025-06-17
380,2026-05-20,6,6.12,14.68,0,,Tarjeta,4,"78,13",,  Sede 2 ,Chorrillos,Sur,Paquete pequeno,Liviano,14.68,,Lima,frecuente,2025-05-06
381,2026-01-17,5,8.05,14.68,0,Presencial,Yape,3,63.7,Promocion,Sede 1,,  Este ,Paquete pequeno,Liviano,14.68,Pedro Salazar,Ventanilla,Nuevo,2025-02-01
382,2026-03-01,2,33.01,57.44,0 aprox,WhatsApp,Yape,2,101.43,,Sede 3,Independencia,Sur,Courier empresarial,Empresa,57.44,Fiorella Paredes,La  Molina,Corporativo,2025-09-26
383,2026-03-20,1,16.95,S/ 118.81,5,Web,Efectivo,1,168.07,,Sede 3,Independencia,Sur,Mudanza pequena,Volumen,118.81,Elena Salazar,SURCO,Frecuente,2025-09-18
384,2026-06-26,3,34.38,57.44,20,WhatsApp,Plin,1,112.27,,Sede 6,Surco,centro,Courier empresarial,Empresa,57.44,Pedro Navarro,Surco,  Premium ,
385, 2026-05-08 ,4,13.48,76.22,10,App,Efectivo,3,83.2,OK,Sede 1,,  Este ,Express,,76.22,VALERIA QUISPE,Callao,Nuevo,2025-06-04
386,2026-04-26,1,10.51,57.44,0,App,,1,88.78,Promocion,Sede 7,Comas,este,Courier empresarial,Empresa,57.44,Fiorella Ramos,Surco,Regular, 2025-06-26 
387,2026-04-06,8,25.17 aprox, 26.64 ,15 aprox,Web,Transferencia,3,88.77,Cliente  frecuente,Sede 5,lima,Oeste,Paquete mediano,Regular,26.64,Marco Reyes,MIRAFLORES,Regular,2025-02-28
388,2026-03-16,4,12.66, 89.36 ,15 aprox,WhatsApp,  Yape ,1,116.66,OK,Sede 1,,  Este ,Refrigerado,EsPeCiAl,89.36,Luis Gomez,Ate,Corporativo,2025/09/13
389,2026-04-02, 5 ,34.97,14.68,20,Telefono,Transferencia,2,94.3,Revisar,Sede 7,Comas,este,Paquete pequeno,Liviano,14.68,Valeria Paredes,LoS OlIvOs,Corporativo,2025-04-15
390,2026-01-22,7,17.08,S/ 26.64,8,Presencial,efectivo,2,104.84,Promocion,Sede 5,lima,Oeste,Paquete mediano,Regular,26.64,Andre Mendoza,Ate,Frecuente,2025/10/26
391,01-02-2026,3,33.21,89.36,,TELEFONO,Transferencia,5,648.51,Revisar,Sede 5,lima,Oeste,Refrigerado,EsPeCiAl,89.36,Miguel Cruz,Callao,Premium,2025-08-03
392,2026-03-11, 8 ,14.5,14.68,0,WhatsApp,Yape,1, 101.6 ,ok,Sede 6,Surco,centro,Paquete pequeno,Liviano,14.68,Jorge Mendoza,Independencia,Frecuente,2025-12-13
393, 2026-01-04 , 6 ,1.28,57.44,0,Presencial,Efectivo,2,93.45,Cliente frecuente,Sede 7,Comas,este,Courier empresarial,Empresa,57.44,Victor Reyes,Callao,,2025-05-11
394,2026-05-19,5,33.75,26.64,20,App,Yape,5,84.86,Promocion,Sede 6,Surco,centro,Paquete mediano,Regular,26.64,Sofia Reyes,San Juan de Lurigancho,Frecuente,2025-02-13
395,08-01-2026,4,18.07,26.64,8 aprox,WhatsApp,Plin,3,88.81,,Sede 1,,  Este ,Paquete mediano,Regular,26.64,Diego Sayan,,Nuevo,2025-05-16
396,2026-03-23,2,26.92, 76.22 ,5,App,Yape,2,116.45,,  Sede 2 ,Chorrillos,Sur,Express,,76.22,Jorge Gomez,Villa El Salvador,Frecuente,2025-09-16
397,2026-02-18,3,32.88,26.64,0,WhatsApp,Tarjeta,5,85.09,Cliente frecuente,Sede 5,lima,Oeste,Paquete mediano,Regular,26.64,Valeria Paredes,LoS OlIvOs,Corporativo,2025-04-15
398,2026-03-17,8 aprox,17.65,51.69,20,Presencial,Transferencia,4,341.83,Cliente frecuente,Sede 4,SaN MiGuEl,  Este ,Fragil,  Especial ,51.69,Victor Reyes,Callao,,2025-05-11
399,2026-02-10,7,3.18,8.28,5,Presencial,,3,78.01,Revisar,  Sede 2 ,Chorrillos,Sur,Documento,LIVIANO,8.28,Claudia Soto,,Nuevo,2025-04-25
400,,7,32.95,118.81,15,Presencial,Plin,4,207.8,Cliente frecuente,Sede 4,SaN MiGuEl,  Este ,Mudanza pequena,Volumen,118.81,,Ate,Premium,2025-10-09
401, 2026-02-09 ,3,31.88,76.22,15,Web,Transferencia,1,109.31,ok,Sede 4,SaN MiGuEl,  Este ,Express,,76.22,Miguel Paredes,Miraflores,Premium,2025-06-28
402,2026-05-19,2 aprox,24.87, 26.64 ,12,Presencial,yape,5,103.24,,Sede 3,Independencia,Sur,Paquete mediano,Regular,26.64,Claudia Mendoza,Villa El Salvador,Corporativo,2025-09-03
403,2026-03-07,1,34.96,118.81,15,App,Plin,5,162.54,,  Sede 2 ,Chorrillos,Sur,Mudanza pequena,Volumen,118.81,Sofia Vargas,San Juan de Lurigancho,Nuevo,2025-02-06
404,2026-03-16,5,13.68,,0,Web,PlIn,4,92.66,Revisar,Sede 4,SaN MiGuEl,  Este ,Paquete grande,Regular,43.99,Lucia Campos,  Independencia ,Frecuente,2025-05-03
405,2026-01-05,1,27.39,14.68,20,Presencial,Yape,2,55.39,Cliente frecuente,Sede 3,Independencia,Sur,Paquete pequeno,Liviano,14.68,Victor Castillo,Comas,Premium,2025-09-06
406,2026-02-26,1,15.63,76.22,0,,Efectivo,3,335.73,OK,  Sede 2 ,Chorrillos,Sur,Express,,76.22,Andre Gomez,ATE,Premium,2025-12-21
407,2026-03-10, 3 ,20.46,76.22, 0 ,WhatsApp,Efectivo,2,133.4,Revisar,Sede 7,Comas,este,Express,,76.22,Raul Sayan,Ventanilla,Corporativo,2025-08-09
408,,1,17.55,43.99,0,Telefono,Tarjeta,1,88.56,Cliente frecuente,Sede 5,lima,Oeste,Paquete grande,Regular,43.99,Jose Huaman,  Ventanilla ,Regular,2025-03-18
409,2026-03-23,,20.0 aprox,14.68,0,Presencial,Efectivo,2,68.02,Cliente frecuente,  Sede 2 ,Chorrillos,Sur,Paquete pequeno,Liviano,14.68,Fiorella Mendoza,Los Olivos,Premium,2025-12-22
410,2026-03-28,1,17.37,14.68, 8 ,Web,Plin,4,65.57,OK,Sede 6,Surco,centro,Paquete pequeno,Liviano,14.68,Maria Paredes,Surco,CORPORATIVO,2025-09-19
