id_reserva,fecha_operacion,cantidad_habitaciones,noches_estadia,tarifa_noche,descuento_pct,canal,metodo_pago,calificacion,monto_reserva,observacion,hoteles_nombre,hoteles_distrito,hoteles_zona,habitaciones_nombre,habitaciones_categoria,habitaciones_tarifa_noche,huespedes_nombre,huespedes_distrito,huespedes_segmento,huespedes_fecha_registro
263,2026-01-18,6,8 aprox,262.79,15,Presencial,Yape,3,406.36,,Hotel 3,Comas,Este,FAMILIAR,  Familiar ,262.79,Victor Campos,Lima,frecuente,2025-03-03
264,2026-06-24,8,10,425.95,10,App,Plin,,564.83,OK,Hotel 4,Independencia,Norte,Suite  ejecutiva,suite,425.95,Maria Gomez,SaN JuAn dE LuRiGaNcHo,Frecuente,2025-06-20
265,2026-04-13,4,6,290.5,8,App,Yape,3,365.91,Promocion,Hotel 4,Independencia,Norte,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,claudia navarro,Villa El Salvador,Frecuente,2025-03-01
266,2026-01-08,,1,369.86,,WhatsApp,Plin,5,392.06,Revisar,Hotel 6,Callao,Este,Habitacion vista mar,,369.86,Andre  Mendoza,Callao,Regular,2025-06-02
267,2026-06-14,8,10,88.18,20,Telefono,Tarjeta,5,275.59,Cliente frecuente,Hotel 3,Comas,Este,Simple,Estandar,88.18,Maria Soto,San Miguel,FRECUENTE,2025-11-02
268,2026-06-28,5,2,425.95,,Telefono,Plin,5,512.35,Revisar,Hotel 4,Independencia,Norte,Suite  ejecutiva,suite,425.95,Ana Paredes,Miraflores,Regular,2025-04-09
269,2026-06-14,1,5,262.79,0,TeLeFoNo,Plin,5,"239,76",Promocion,Hotel 4,Independencia,Norte,FAMILIAR,  Familiar ,262.79,Ana Salazar,Lima,nuevo, 2025-12-01 
270,2026-01-02,4,2,158.16,15,  Telefono ,Transferencia,1,238.36,OK,Hotel 1,LOS OLIVOS,Centro,Matrimonial,estandar,158.16,Camila Soto,San Juan de Lurigancho,Regular,2025-04-07
271,2026-04-03,5,9, 351.23 ,5,WhatsApp,Efectivo,2,541.29,OK,Hotel 7,  Miraflores ,  Oeste ,Bungalow,Especial,351.23,Rocio Paredes,San Juan de Lurigancho,Premium,2025-03-24
272,2026-06-03,1,4, 158.16 ,12,WhatsApp,Yape,4,,Cliente frecuente,Hotel 4,Independencia,Norte,Matrimonial,estandar,158.16,Jorge Navarro,Independencia,Corporativo,2025-07-06
273,2026-04-03,6,3,158.16,15,Web,Tarjeta,5,241.65,,Hotel 6,Callao,Este,Matrimonial,estandar,158.16,Miguel Huaman,Villa El Salvador,premium,2025-05-16
274,2026-02-23,3,2,159.18,0,Telefono,TARJETA,4,274.32,OK,Hotel 2,SAN MIGUEL,  Oeste ,Doble,estandar,159.18,Victor Quispe,Ate,Regular,2025-11-07
275,2026-04-20,6,8,158.16,15,web,Transferencia,, 255.08 ,Promocion,Hotel 3,Comas,Este,Matrimonial,estandar,158.16,Victor Campos,Lima,frecuente,2025-03-03
276, 2026-04-04 ,1,9,159.18,0,WhatsApp,Tarjeta,1,237.82,Revisar,Hotel 2,SAN MIGUEL,  Oeste ,Doble,estandar,159.18,Rocio Paredes,San Juan de Lurigancho,Premium,2025-03-24
277,2026-05-07, 2 ,3,290.5,5,App,Yape,3,354.35,Promocion,Hotel 3,Comas,Este,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Fiorella Gomez,Chorrillos,Premium, 2025-07-22 
278,2026-02-05,1,6,425.95,8,WhAtSaPp,Tarjeta,4,494.49,Cliente frecuente,Hotel 7,  Miraflores ,  Oeste ,Suite  ejecutiva,suite,425.95,CaRlOs fLoReS,San Miguel,CORPORATIVO,2025-01-14
279,2026-01-15,6,10,159.18,0,Web,Efectivo,3,278.84,,Hotel 3,Comas,Este,Doble,estandar,159.18,,San Miguel,Regular,2025-02-18
280,2026-06-26,8,4,369.86,8,Web,TRANSFERENCIA,3,466.92,Promocion,Hotel 1,LOS OLIVOS,Centro,Habitacion vista mar,,369.86,Valeria Huaman,miraflores,NuEvO,2025-01-22
281,2026-06-12,7,1,88.18,8,Presencial,Transferencia,1,218.23,,Hotel 6,Callao,Este,Simple,Estandar,88.18,Jorge Quispe,Chorrillos,Regular,2025-12-25
282, 2026-06-03 ,7,10,158.16,0,Presencial,Yape,2,283.41,OK,Hotel 6,Callao,Este,Matrimonial,estandar,158.16,Victor Castillo,  Ventanilla ,Nuevo,2025-08-24
283,2026-04-16,2,2,351.23,8,Presencial,Tarjeta,5,"370,4",Cliente frecuente,Hotel 7,  Miraflores ,  Oeste ,Bungalow,Especial,351.23,Victor Quispe,Ate,Regular,2025-11-07
284,2026-01-21, 5 ,6,158.16,0,App,Plin,4,345.23,,Hotel 4,Independencia,Norte,Matrimonial,estandar,158.16,Maria Gomez,SaN JuAn dE LuRiGaNcHo,Frecuente,2025-06-20
285,2026-03-11,6, 2 ,262.79,20 aprox,Presencial,Efectivo, 2 ,377.62,,Hotel 5,Lima,Norte,FAMILIAR,  Familiar ,262.79,Raul Ramos,Los Olivos,Regular,2025-04-23
286,2026-06-10,6,6,290.5,0 aprox,Presencial,Transferencia,1,361.02,Promocion,Hotel 6,Callao,Este,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Victor Mendoza,Independencia,Premium,2025-05-06
287,2026-06-18,,8,290.5,0,Presencial,Efectivo,4,,Promocion,Hotel 3,Comas,Este,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Andre Cruz,SURCO,Nuevo,2025-04-02
288,2026-05-15, 5 ,10,159.18,0,Telefono,Plin,3,313.9,,Hotel 7,  Miraflores ,  Oeste ,Doble,estandar,159.18,ElEnA ReYeS,Ate,Regular,2025-11-26
289,2026-05-09,6,7,369.86,5,presencial,TaRjEtA,3,451.8,OK,Hotel 1,LOS OLIVOS,Centro,Habitacion vista mar,,369.86,Elena Campos,Ventanilla,Premium,2025-12-21
290,2026-03-03,6,1,262.79,20,WhAtSaPp,Efectivo,4,377.99,Cliente frecuente,Hotel 6,Callao,Este,FAMILIAR,  Familiar ,262.79,,San Miguel,Regular,2025-02-18
291,2026-04-13,8,7,290.5,0,Presencial,Transferencia,4,388.04,Promocion,Hotel 1,LOS OLIVOS,Centro,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,,San Miguel,Regular,2025-02-18
292,2026-01-22,7,8,290.5,0,Presencial,Yape,2,479.73,OK,Hotel 6,Callao,Este,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Andre Soto,CALLAO,  Nuevo ,2025-02-16
293,2026-04-02,3,1,158.16,5,WEB,YAPE,5, 221.18 ,Revisar,Hotel 1,LOS OLIVOS,Centro,Matrimonial,estandar,158.16,Rocio Campos,  Ventanilla ,Frecuente,2025-09-28
294,2026-04-07,2,7,159.18,8,Web,Tarjeta,2,290.98,,Hotel 5,Lima,Norte,Doble,estandar,159.18,Jorge Reyes,Callao,Corporativo,2025-11-26
295,2026-05-18,1,7,158.16,20,app,Plin,3,187.99,,Hotel 2,SAN MIGUEL,  Oeste ,Matrimonial,estandar,158.16,Raul Campos,Surco,Regular,06/10/2025
296,2026-06-09,3, 4 ,88.18,15,Telefono,PlIn,5,99.28,OK,Hotel 1,LOS OLIVOS,Centro,Simple,Estandar,88.18,Sofia Ramos,Surco,Corporativo,2025-02-03
297,2026-06-27,3,8,290.5,15,PRESENCIAL,Tarjeta,4,429.59,ClIeNtE FrEcUeNtE,Hotel 5,Lima,Norte,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Elena Flores,Miraflores,Corporativo,2025-11-09
298,2026-02-17,4 aprox,6,369.86,12,App,Tarjeta,5,484.02,Revisar,Hotel 4,Independencia,Norte,Habitacion vista mar,,369.86,Ana Salazar,Lima,nuevo, 2025-12-01 
299,2026-05-21,6,3,290.5,12,Presencial,Yape,2,336.89,,Hotel 3,Comas,Este,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,,Surco,Premium,2025-12-25
300,2026-05-27,1,5,159.18,0,Presencial,Yape,5,203.17,,Hotel 5,Lima,Norte,Doble,estandar,159.18,,Surco,Premium,2025-12-25
301,2026-03-22,3,9,369.86,0,App,Efectivo,3,488.12,Promocion,Hotel 4,Independencia,Norte,Habitacion vista mar,,369.86,Rocio Rojas,Independencia,Premium,2025-07-23
302,2026-03-26,,9,,15,PRESENCIAL,Tarjeta,3,294.37,Promocion,Hotel 7,  Miraflores ,  Oeste ,Doble,estandar,159.18,Jorge Reyes,Callao,Corporativo,2025-11-26
303,2026-02-08, 2 ,2,324.45,20,Telefono,Tarjeta,1,428.04,  OK ,Hotel 2,SAN MIGUEL,  Oeste ,Suite junior,Suite,324.45,Rocio Campos,  Ventanilla ,Frecuente,2025-09-28
304,2026-03-17,7,9,159.18,20,Telefono,Yape, 4 ,316.9,ok,Hotel 2,SAN MIGUEL,  Oeste ,Doble,estandar,159.18,Andre Cruz,SURCO,Nuevo,2025-04-02
305,2026-06-19,6 aprox,2,425.95,12,Telefono,Tarjeta,2,535.11,Revisar,Hotel 4,Independencia,Norte,Suite  ejecutiva,suite,425.95,Camila Salazar,San Juan de Lurigancho,corporativo,2025-02-05
306,2026-04-19,2,3,88.18 aprox,8,Web,Tarjeta,5,133.74,,Hotel 3,Comas,Este,Simple,Estandar,88.18,,Surco,Premium,2025-12-25
307,2026-02-13,5,3,S/ 324.45,12,APP,Transferencia,1,449.2,OK,Hotel 5,Lima,Norte,Suite junior,Suite,324.45,Sofia Ramos,Surco,Corporativo,2025-02-03
308,2026/01/18,2,9,324.45,8,PRESENCIAL,Tarjeta,4,413.7,,Hotel 2,SAN MIGUEL,  Oeste ,Suite junior,Suite,324.45,Raul Quispe,Surco,Nuevo,2025-03-11
309,,8,2,425.95 aprox,0,Presencial,Transferencia,1,525.51,,Hotel 7,  Miraflores ,  Oeste ,Suite  ejecutiva,suite,425.95,,San Miguel,Regular,2025-02-18
310,,4,1,88.18,0,Web,,5,163.22,,Hotel 1,LOS OLIVOS,Centro,Simple,Estandar,88.18,Camila Torres,callao,Frecuente,2025-12-06
311,2026-03-16,8,4,351.23,10 aprox,Web,Transferencia,1,501.77,OK,Hotel 5,Lima,Norte,Bungalow,Especial,351.23,claudia navarro,Villa El Salvador,Frecuente,2025-03-01
312,2026-02-27,2,7,351.23,20,,Tarjeta,1,453.66,Ok,Hotel 6,Callao,Este,Bungalow,Especial,351.23,Ana Castillo,Villa El Salvador,Regular,2025-02-14
313,2026-06-20,6,10,S/ 369.86,12,WhatsApp,Transferencia, 4 ,466.69,,Hotel 2,SAN MIGUEL,  Oeste ,Habitacion vista mar,,369.86,Camila Sayan,Independencia,Nuevo,10-05-2025
314,2026/04/01,1,5,,0,App,Tarjeta,3,167.8,Cliente frecuente,Hotel 3,Comas,Este,Matrimonial,estandar,158.16,Jorge Salazar,Los Olivos,Nuevo,2025-06-21
315,,4,1,290.5,10,Presencial,Plin,4,351.98,OK,Hotel 2,SAN MIGUEL,  Oeste ,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Valeria Vargas,San  Juan  de  Lurigancho,Premium,2025-02-19
316,2026-03-05,7,6,324.45,5,TeLeFoNo,Yape,4,431.39,OK,Hotel 6,Callao,Este,Suite junior,Suite,324.45,Sofia Torres,MIRAFLORES,Nuevo,2025-01-15
317,23/05/2026,2,10,159.18,0,,Plin,3,216.97,ReViSaR,Hotel 5,Lima,Norte,Doble,estandar,159.18,Maria Soto,San Miguel,FRECUENTE,2025-11-02
318,2026-05-01,8,1,158.16,8 aprox,App,Plin,2,289.68,Cliente frecuente,Hotel 5,Lima,Norte,Matrimonial,estandar,158.16,Maria Gomez,SaN JuAn dE LuRiGaNcHo,Frecuente,2025-06-20
319,2026-03-16,6,4,159.18,20,Telefono,Tarjeta,5,280.58,Cliente frecuente,Hotel 5,Lima,Norte,Doble,estandar,159.18,Diego Flores,La mOlInA,  Frecuente ,2025-07-06
320,2026-03-07,3 aprox,1,,0,WhatsApp,Efectivo,4,229.21,Cliente frecuente,Hotel 2,SAN MIGUEL,  Oeste ,Matrimonial,estandar,158.16,Diana Castillo,lima,Corporativo,2025-08-12
321,2026-04-22,5,7 aprox,290.5,0,App,Efectivo,1,351.25,,Hotel 2,SAN MIGUEL,  Oeste ,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Victor Mendoza,Independencia,Premium,2025-05-06
322,2026-02-22,3 aprox,3,"158,16",8,App,Tarjeta,1,233.41,OK,Hotel 5,Lima,Norte,Matrimonial,estandar,158.16,Andre Quispe,  Miraflores ,corporativo,2025-01-27
323,2026-06-23,5,,351.23,5,Web,Tarjeta,2,482.81,,Hotel 2,SAN MIGUEL,  Oeste ,Bungalow,Especial,351.23,Jorge Salazar,Los Olivos,Nuevo,2025-06-21
324,2026-06-08,2,2,369.86,20,WEB,TrAnSfErEnCiA,2,426.64,Cliente frecuente,Hotel 3,Comas,Este,Habitacion vista mar,,369.86,Andre Mendoza,La Molina,Frecuente,2025-09-13
325,2026-05-09,7,10,88.18,0,,Efectivo,4,206.28,OK,Hotel 5,Lima,Norte,Simple,Estandar,88.18,Jorge Navarro,Comas,Nuevo,2025-09-23
326,2026-03-19,4,6,88.18, 20 ,Telefono,Tarjeta,5,271.22,Cliente frecuente,Hotel 5,Lima,Norte,Simple,Estandar,88.18,Andre Soto,Ventanilla,  Frecuente ,2025-02-08
327,16-04-2026,6,1,351.23,0,App,Efectivo,4,471.8,OK,Hotel 5,Lima,Norte,Bungalow,Especial,351.23,Lucia Mendoza,Ate,Corporativo,2025-05-28
328,2026-01-17,4,18.21,290.5,5,Presencial,Efectivo,3,466.95,promocion,Hotel 5,Lima,Norte,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Rocio Campos,  Ventanilla ,Frecuente,2025-09-28
329,2026-05-28,1,2,425.95,0,Telefono,Tarjeta,5,1474.88,Cliente frecuente,Hotel 1,LOS OLIVOS,Centro,Suite  ejecutiva,suite,425.95,Elena Reyes,Ate,Regular,2025-07-10
330,2026-02-23,4,10,158.16,8,App,Tarjeta,2,263.06,OK,Hotel 6,Callao,Este,Matrimonial,estandar,158.16,Rocio Rojas,Independencia,Premium,2025-07-23
331,2026-03-27,5,1,159.18,10,Telefono,Efectivo,2,280.79,Revisar,Hotel 2,SAN MIGUEL,  Oeste ,Doble,estandar,159.18,Diana Campos,Ventanilla,Regular,2025-11-08
332,2026-04-17,2,4,158.16, 0 ,WhatsApp,efectivo,2,171.18,Revisar,Hotel 2,SAN MIGUEL,  Oeste ,Matrimonial,estandar,158.16,Claudia Quispe,Independencia,Regular,2025-11-16
333,26-03-2026,5 aprox,,158.16,20,App,Efectivo,4,220.11,,Hotel 3,Comas,Este,Matrimonial,estandar,158.16,Miguel Gomez,  Los Olivos ,Nuevo,2025-12-28
334,2026-05-09,5,10,158.16,0,Presencial,Plin, 1 ,286.81,Promocion,Hotel 4,Independencia,Norte,Matrimonial,estandar,158.16,Raul Ramos,Los Olivos,Regular,2025-04-23
335,2026-05-09,1,10,88.18,0,Telefono,TARJETA,2,64.88,OK,Hotel 7,  Miraflores ,  Oeste ,Simple,Estandar,88.18,Victor Campos,Lima,frecuente,2025-03-03
336,2026/02/13,4,,88.18,0,App,Plin,4,224.88,OK,Hotel 5,Lima,Norte,Simple,Estandar,88.18,Diana Quispe,San Miguel,Corporativo,2025/11/25
337,2026-03-14,5,6,324.45,20,Presencial,Transferencia,2,418.29 aprox,Cliente frecuente,Hotel 1,LOS OLIVOS,Centro,Suite junior,Suite,324.45,Ana Mendoza,Independencia,,2025-06-19
338,2026-06-15,1,7,351.23,10,TeLeFoNo,,3,392.22,Revisar,Hotel 2,SAN MIGUEL,  Oeste ,Bungalow,Especial,351.23,Rocio Salazar,San Miguel,Corporativo,2025-05-21
339,2026-03-11, 1 ,1,262.79,5,App,Transferencia,2,279.93,Cliente frecuente,Hotel 3,Comas,Este,FAMILIAR,  Familiar ,262.79,Victor Campos,Lima,frecuente,2025-03-03
340,2026-05-08,5,8,324.45 aprox,0,App,Transferencia,4,393.29,OK,Hotel 2,SAN MIGUEL,  Oeste ,Suite junior,Suite,324.45,Carlos Paredes,Independencia,Regular,2025-12-07
341,2026-04-04,1,3,88.18,20,WhatsApp,Plin,3,138.65,Cliente frecuente,Hotel 3,Comas,Este,Simple,Estandar,88.18,Miguel Campos,Villa  El  Salvador,Nuevo,2025-08-26
342,2026-02-18,1,8,S/ 262.79,,  Telefono ,Tarjeta,5,1199.23,Cliente frecuente,Hotel 6,Callao,Este,FAMILIAR,  Familiar ,262.79,Rocio Rojas,Independencia,Premium,2025-07-23
343, 2026-01-22 ,3,10,159.18,20,  Presencial ,Plin,4,340.1,Revisar,Hotel 6,Callao,Este,Doble,estandar,159.18,Fiorella Campos,Los Olivos,,2025-02-01
344,2026-06-23,5 aprox,8,351.23,10,web,TRANSFERENCIA,5,471.52,OK,Hotel 4,Independencia,Norte,Bungalow,Especial,351.23,Jorge Quispe,Chorrillos,Regular,2025-12-25
345,2026/02/06,8, 5 ,158.16,10,Presencial,Efectivo,2,312.7,OK,Hotel 4,Independencia,Norte,Matrimonial,estandar,158.16,Jose Mendoza,Chorrillos,Premium,2025-04-02
346, 2026-02-16 ,4,8,159.18,0,Web,Transferencia,3,297.23,Revisar,Hotel 6,Callao,Este,Doble,estandar,159.18,Fiorella Gomez,Chorrillos,Premium, 2025-07-22 
347,11-04-2026,1,10,369.86,0,App,Efectivo,3,474.93,OK,Hotel 6,Callao,Este,Habitacion vista mar,,369.86,Diana Castillo,lima,Corporativo,2025-08-12
348,2026-05-06,4,6,"351,23", 5 ,App,Transferencia,4,479.56,Cliente frecuente,Hotel 6,Callao,Este,Bungalow,Especial,351.23,Raul Quispe,Surco,Nuevo,2025-03-11
349,2026-04-15,2,2,324.45,15,App,Tarjeta,4,414.5,Revisar,Hotel 7,  Miraflores ,  Oeste ,Suite junior,Suite,324.45,Marco Soto,Callao,Corporativo,2025-04-02
350,2026-05-28,7,,290.5,12 aprox,  Web ,EFECTIVO,2,391.23,PROMOCION,Hotel 1,LOS OLIVOS,Centro,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Diego Salazar,San  Juan  de  Lurigancho,Frecuente,2025-09-20
351,2026-04-25, 1 ,5 aprox, 262.79 ,0,App,Yape,2,285.37,,Hotel 4,Independencia,Norte,FAMILIAR,  Familiar ,262.79,Ana Ramos,SaN MiGuEl,Premium,2025-03-02
352,2026-05-11,7,2,369.86,0,WhatsApp,Transferencia,1,470.57,Promocion,Hotel 7,  Miraflores ,  Oeste ,Habitacion vista mar,,369.86,Victor Mendoza,Independencia,Premium,2025-05-06
353,2026-01-20,5,9,351.23 aprox,15,App,Plin,5,473.24,OK,Hotel 1,LOS OLIVOS,Centro,Bungalow,Especial,351.23,Diego Flores,La mOlInA,  Frecuente ,2025-07-06
354,2026-05-09,1,9,"351,23",0,Web,Transferencia,5,464.61,Revisar,Hotel 4,Independencia,Norte,Bungalow,Especial,351.23,,Surco,Premium,2025-12-25
355,2026-01-09,6,2,425.95,5,PrEsEnCiAl,Tarjeta,3,530.8,Promocion,Hotel 2,SAN MIGUEL,  Oeste ,Suite  ejecutiva,suite,425.95,Victor Quispe,Ate,Regular,2025-11-07
356,2026-06-17,3,2,88.18,12,Telefono,,4, 165.08 ,,Hotel 2,SAN MIGUEL,  Oeste ,Simple,Estandar,88.18,Ana Ramos,SaN MiGuEl,Premium,2025-03-02
357,2026/02/25, 3 ,6,S/ 369.86,,PrEsEnCiAl,Efectivo,1,415.25,,Hotel 7,  Miraflores ,  Oeste ,Habitacion vista mar,,369.86,Andre Soto,Ventanilla,  Frecuente ,2025-02-08
358,2026-01-09,2,1,158.16,20,WhatsApp,Tarjeta,4,207.33,Cliente frecuente,Hotel 7,  Miraflores ,  Oeste ,Matrimonial,estandar,158.16,Jorge Salazar,Los Olivos,Nuevo,2025-06-21
359,2026-04-02,7,3,262.79, 0 ,App,transferencia,4,S/ 365.27,Revisar,Hotel 2,SAN MIGUEL,  Oeste ,FAMILIAR,  Familiar ,262.79,Elena Reyes,Independencia,Frecuente,2025-09-21
360,2026-03-09,4,1,425.95,12,Web,Transferencia,3,522.6,,Hotel 6,Callao,Este,Suite  ejecutiva,suite,425.95,Elena Reyes,Ate,Regular,2025-07-10
361,2026-05-26,5,1,369.86,8,ApP,Transferencia,4 aprox,426.96,Revisar,Hotel 3,Comas,Este,Habitacion vista mar,,369.86,Andre  Mendoza,Callao,Regular,2025-06-02
362,2026-04-25,8,6,159.18,0,WhatsApp,Yape,5 aprox,329.44 aprox,Cliente frecuente,Hotel 5,Lima,Norte,Doble,estandar,159.18,,San Miguel,Regular,2025-02-18
363,19/03/2026,5,6, 351.23 ,0,App,Transferencia,4,471.57,Revisar,Hotel 4,Independencia,Norte,Bungalow,Especial,351.23,Victor Campos,Lima,frecuente,2025-03-03
364,2026-04-15,6,4,159.18,0,,Yape,5,276.87 aprox,Revisar,Hotel 4,Independencia,Norte,Doble,estandar,159.18,Diego Salazar,San  Juan  de  Lurigancho,Frecuente,2025-09-20
365,2026-01-26, 5 ,7,324.45,15,Telefono,yape,1,424.68,  Cliente frecuente ,Hotel 4,Independencia,Norte,Suite junior,Suite,324.45,Claudia Quispe,Independencia,Regular,2025-11-16
366,2026-04-12,6,5,262.79,8,WhatsApp,Tarjeta,5,367.76,,Hotel 2,SAN MIGUEL,  Oeste ,FAMILIAR,  Familiar ,262.79,Miguel Huaman,Villa El Salvador,premium,2025-05-16
367,2026-01-03,7,7,262.79,12,App,Yape,2,397.06,Cliente frecuente,Hotel 2,SAN MIGUEL,  Oeste ,FAMILIAR,  Familiar ,262.79,Andre Quispe,  Miraflores ,corporativo,2025-01-27
368,2026-02-27,7,4,158.16,15,WhatsApp,Transferencia,2,313.46,Cliente frecuente,Hotel 4,Independencia,Norte,Matrimonial,estandar,158.16,Diana Cruz,La Molina,Corporativo,2025-06-02
369,2026-03-01,5,3,290.5,20,WhatsApp,TrAnSfErEnCiA,4,352.9,Cliente  frecuente,Hotel 2,SAN MIGUEL,  Oeste ,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Carlos Paredes,Independencia,Regular,2025-12-07
370,2026-02-12,3,6, 262.79 ,12,Web,Tarjeta,1,361.52,Promocion,Hotel 3,Comas,Este,FAMILIAR,  Familiar ,262.79,Pedro Navarro,Lima,Nuevo,2025-11-14
371,2026-01-11,1,3,262.79,0,Presencial,Transferencia,4,320.28,Promocion,Hotel 3,Comas,Este,FAMILIAR,  Familiar ,262.79,Jose Flores,La Molina,Regular, 2025-08-15 
372,2026-06-02,6,9,88.18,15,WhatsApp,Efectivo,2,240.67,Promocion,Hotel 4,Independencia,Norte,Simple,Estandar,88.18,Ana Ramos,SaN MiGuEl,Premium,2025-03-02
373,2026/03/24,8,2,,20,Presencial,TRANSFERENCIA,3,503.62,Cliente frecuente,Hotel 2,SAN MIGUEL,  Oeste ,Suite  ejecutiva,suite,425.95,Ana Salazar,Lima,nuevo, 2025-12-01 
374,2026-01-26,8,5,262.79,0,App,Plin, 2 ,387.24,Promocion,Hotel 6,Callao,Este,FAMILIAR,  Familiar ,262.79,Jorge Reyes,Callao,Corporativo,2025-11-26
375,2026-06-25,,8,425.95,10,Web,Transferencia,2,422.65,Cliente frecuente,Hotel 6,Callao,Este,Suite  ejecutiva,suite,425.95,Raul Campos,Surco,Regular,06/10/2025
376,2026-02-18,2,4,425.95,12,WhatsApp,Tarjeta,,420.97,,Hotel 2,SAN MIGUEL,  Oeste ,Suite  ejecutiva,suite,425.95,Jose Mendoza,Chorrillos,Premium,2025-04-02
377,2026-05-19,5,6,425.95,8,WhatsApp,Transferencia,4,467.33,,Hotel 5,Lima,Norte,Suite  ejecutiva,suite,425.95,Victor Huaman,LiMa,Premium,2025-05-13
378,2026-02-22,8,6,425.95,10,  Telefono ,Yape,2,S/ 546.81,Cliente frecuente,Hotel 4,Independencia,Norte,Suite  ejecutiva,suite,425.95,Victor Reyes,Miraflores,NUEVO,2025-10-20
379,2026-02-03,6,6,158.16,15,Telefono,Yape,3,253.35,Cliente frecuente,Hotel 2,SAN MIGUEL,  Oeste ,Matrimonial,estandar,158.16,Pedro Mendoza,Miraflores,Regular,2025-04-28
380,2026-02-14,,10,262.79,0,Presencial,Plin, 1 ,406.23,,Hotel 7,  Miraflores ,  Oeste ,FAMILIAR,  Familiar ,262.79,Andre Mendoza,La Molina,Frecuente,2025-09-13
381,2026-01-11,5,8,262.79,0,  App ,Efectivo,5, 342.27 ,Cliente frecuente,Hotel 2,SAN MIGUEL,  Oeste ,FAMILIAR,  Familiar ,262.79,Diana Quispe,San Miguel,Corporativo,2025/11/25
382,2026-04-09,8,3,290.5,10,,Plin,2,480.03,Revisar,Hotel 7,  Miraflores ,  Oeste ,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,,Surco,Premium,2025-12-25
383,2026-03-16,8,5 aprox,351.23,0,WhatsApp,Tarjeta,2,498.67,,Hotel 1,LOS OLIVOS,Centro,Bungalow,Especial,351.23,Claudia Flores,San Miguel,Premium,2025-11-12
384,2026-01-02,7,10,351.23,10,WhatsApp,Efectivo,1,515.34,,Hotel 1,LOS OLIVOS,Centro,Bungalow,Especial,351.23,Camila Salazar,Ventanilla,Regular,2025-12-10
385,2026-06-10,8 aprox,,324.45,0,Telefono,Tarjeta,2,"539,63",,Hotel 7,  Miraflores ,  Oeste ,Suite junior,Suite,324.45,Andre Soto,CALLAO,  Nuevo ,2025-02-16
386,2026-06-11,1,8,262.79,5,App,Plin,5,321.8,,Hotel 6,Callao,Este,FAMILIAR,  Familiar ,262.79,Fiorella Campos,Los Olivos,,2025-02-01
387,2026-02-21,4,2,88.18,5,App,Yape,4, 151.19 ,Promocion,Hotel 6,Callao,Este,Simple,Estandar,88.18,Jorge Quispe,Chorrillos,Regular,2025-12-25
388,2026-02-27,1,5,159.18,0 aprox,WeB,Plin,3,226.46 aprox,Cliente frecuente,Hotel 5,Lima,Norte,Doble,estandar,159.18,,Surco,Premium,2025-12-25
389,2026-02-10,5,2,262.79,20,presencial,Plin,4,344.88,  Cliente frecuente ,Hotel 4,Independencia,Norte,FAMILIAR,  Familiar ,262.79,Rocio Paredes,San Juan de Lurigancho,Premium,2025-03-24
390,2026-03-24,6, 10 ,290.5,0,Telefono,Transferencia,1,350.37,,Hotel 7,  Miraflores ,  Oeste ,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Andre Soto,Ventanilla,  Frecuente ,2025-02-08
391,2026-04-17,3,5,290.5,20,presencial,Tarjeta,3,385.19,Cliente frecuente,Hotel 1,LOS OLIVOS,Centro,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Diego Salazar,San  Juan  de  Lurigancho,Frecuente,2025-09-20
392,2026-05-11,3,2,"324,45",0,Web,Tarjeta,4,436.85,Promocion,Hotel 2,SAN MIGUEL,  Oeste ,Suite junior,Suite,324.45,Diana Ramos,Villa El Salvador,Corporativo,2025-09-15
393,,6,4,324.45,10,Presencial,Efectivo,2,396.24,Promocion,Hotel 1,LOS OLIVOS,Centro,Suite junior,Suite,324.45,Marco Soto,Callao,Corporativo,2025-04-02
394,23-02-2026,7,8,159.18,0,WhatsApp,Tarjeta, 1 ,330.88,,Hotel 2,SAN MIGUEL,  Oeste ,Doble,estandar,159.18,Fiorella Castillo,La Molina,  Corporativo ,2025-08-26
395,2026-06-01,7,7,262.79,0,Telefono,Yape,5, 352.4 ,  Cliente frecuente ,Hotel 7,  Miraflores ,  Oeste ,FAMILIAR,  Familiar ,262.79,Fiorella Flores,San Juan de Lurigancho,Premium,2025-01-21
