id_registro,fecha_operacion,clases_tomadas,asistencias_mes,tarifa_plan,descuento_pct,canal,metodo_pago,calificacion,pago_mensual,observacion,sedes_nombre,sedes_distrito,sedes_zona,planes_nombre,planes_categoria,planes_tarifa_plan,socios_nombre,socios_distrito,socios_segmento,socios_fecha_registro
285,2026-04-01,5,24,98.26,5,WhatsApp,Plin,4,191.87,,Sede 7,Ventanilla,,FuNcIoNaL,Especial,98.26,Carlos Paredes,Los Olivos,Regular,18-04-2025
286,2026-04-15,8,12,88.04,8,whatsapp,Efectivo,3,155.01,,Sede 6,Surco,Este,Yoga,Especial,88.04,Andre Cruz,Surco,premium,2025/02/04
287,2026-06-10,3,2,117.96,0,Presencial,Transferencia,3,123.98,Cliente frecuente,Sede 2,Callao,Oeste,,MeNsUaL,117.96,Valeria Huaman,Villa  El  Salvador,Corporativo,2025-07-06
288,2026-01-08,2,26,S/ 98.26,5,App,Plin,2,174.18,Promocion,Sede 6,Surco,Este,FuNcIoNaL,Especial,98.26,FiOrElLa cAmPoS,Lima,Nuevo,2025-08-23
289,2026-04-10,2,10,55.86,0,Presencial,tarjeta,4,85.79,,Sede 2,Callao,Oeste,Plan estudiante,,55.86,Jorge Castillo,Comas,Nuevo,2025-06-17
290,2026/03/25,5,6,55.86,10 aprox,Web,Tarjeta,5,,PrOmOcIoN,Sede 5,Villa El Salvador,Centro,Plan estudiante,,55.86,Carlos Rojas,CHORRILLOS,Regular,2025-10-08
291,2026-01-14,2,11,137.44,0,App,Yape,,173.96,OK,Sede 4,Comas,Oeste,Plan premium,Mensual,137.44,Lucia Paredes,AtE,ReGuLaR, 2025-08-01 
292,05-04-2026,2,14,117.96,0,,  Plin ,4,162.24,,Sede 6,Surco,Este,,MeNsUaL,117.96,Victor Quispe,Miraflores,Premium,2025-04-25
293,2026-01-07,1,17,71.82,0,Telefono,Efectivo,3,126.81,Promocion,Sede 6,Surco,Este,Plan basico,Mensual,71.82,Camila Vargas,Ate,nuevo,
294,2026-06-18,4,13,117.96,20,WeB,Plin,2,159.05,OK,Sede 2,Callao,Oeste,,MeNsUaL,117.96,Carlos Vargas,Los Olivos,Regular,02-09-2025
295,2026-01-27,6,2,88.04,5,App,YAPE,1,118.24,Cliente frecuente,Sede 3,Miraflores,Centro,Yoga,Especial,88.04,Diego Castillo,miraflores,Frecuente,2025-07-22
296,2026-04-28,3,26,"127,31",5,Web,Plin,2,233.33,OK,Sede 4,Comas,Oeste,Cross training,Especial,127.31,Marco Flores,Chorrillos,Regular,2025-10-01
297,2026-04-09,6 aprox,15,55.86,12,web,  Plin ,4,100.0,Promocion,Sede 3,Miraflores,Centro,Plan estudiante,,55.86,Ana Sayan,Independencia,Frecuente,2025-05-01
298,2026-03-23,2,28,117.96,15,Presencial,Yape,4,188.72,,Sede 1,Ate,Este,,MeNsUaL,117.96,Diana Vargas,VILLA EL SALVADOR,PREMIUM,2025-12-08
299,2026-01-26,3,20,196.44,,WhatsApp,Transferencia,5,245.4,,Sede 2,Callao,Oeste,Plan familiar,Familiar,196.44,Ana Huaman,Miraflores,Nuevo,2025-12-28
300,2026-06-25,8, 13 ,196.44,0,Presencial,Yape,1,249.94,Promocion,Sede 5,Villa El Salvador,Centro,Plan familiar,Familiar,196.44,Lucia Rojas,Surco,Frecuente,2025-09-17
301,2026-06-28,1,9,117.96,10,Telefono,Plin,5,150.05,,Sede 2,Callao,Oeste,,MeNsUaL,117.96,FiOrElLa cAmPoS,Lima,Nuevo,2025-08-23
302, 2026-05-14 ,4,2,71.82,0,Presencial,Tarjeta,1,88.11,Cliente frecuente,Sede 5,Villa El Salvador,Centro,Plan basico,Mensual,71.82,Ana Flores,  San Juan de Lurigancho ,Frecuente,2025-09-03
303,2026-05-06,5,5, 88.04 ,20,Telefono,Yape,,127.94,,Sede 3,Miraflores,Centro,Yoga,Especial,88.04,Claudia Vargas,Miraflores,Corporativo,2025-07-03
304,2026/02/06,7,13,210.83,12,WhatsApp,Efectivo,2,"259,05",,Sede 2,Callao,Oeste,Personalizado,Premium,210.83,Valeria Torres,,Nuevo,2025-05-20
305,2026-04-23,1,17 aprox,55.86,10 aprox,Telefono,Tarjeta,4,112.24,,Sede 7,Ventanilla,,Plan estudiante,,55.86,Lucia Navarro,Miraflores,Regular,2025-07-10
306,2026-05-08, 6 ,22,117.96,0,Presencial,Efectivo,4,208.5,Promocion,Sede 2,Callao,Oeste,,MeNsUaL,117.96,Andre Torres,Ventanilla,Corporativo,2025-11-11
307,2026-06-28,3,16,S/ 137.44,20,WhAtSaPp,Efectivo,1,207.17,,Sede 5,Villa El Salvador,Centro,Plan premium,Mensual,137.44,RaUl cAsTiLlO,Independencia,  Premium ,2025-08-17
308,2026-01-08,4,26,S/ 55.86,5,Web,Transferencia,1,154.8,OK,Sede 2,Callao,Oeste,Plan estudiante,,55.86,Camila Vargas,Ate,nuevo,
309,2026-05-06,7,23,S/ 137.44,,Telefono,Plin,2,190.93,,Sede 5,Villa El Salvador,Centro,Plan premium,Mensual,137.44,Camila Salazar,San Miguel,Nuevo,2025-02-16
310,2026-05-08,4,14,S/ 88.04,0,App,YaPe,1,150.59,Promocion,Sede 1,Ate,Este,Yoga,Especial,88.04,Ana Quispe,Ate,Regular,2025-06-20
311, 2026-03-17 ,8,19,127.31,10,Presencial,,5,187.03,,Sede 6,Surco,Este,Cross training,Especial,127.31,Maria Navarro,San Miguel,Regular,2025-08-11
312,2026-04-17,8,4,137.44,12,WhatsApp,Efectivo,5,177.51,Cliente frecuente,Sede 7,Ventanilla,,Plan premium,Mensual,137.44,Ana Flores,  San Juan de Lurigancho ,Frecuente,2025-09-03
313,2026-02-11,5,14,98.26 aprox,12,App,Efectivo,2, 174.45 ,OK,Sede 7,Ventanilla,,FuNcIoNaL,Especial,98.26,Sofia Huaman,La Molina,Regular,2025-01-27
314,2026/02/25,5,28,117.96,10,Presencial,Plin,2,194.64,Promocion,Sede 2,Callao,Oeste,,MeNsUaL,117.96,Maria Navarro,San Miguel,Regular,2025-08-11
315,26-02-2026,5,19,210.83,5,Telefono,Yape,3,253.8,OK,Sede 6,Surco,Este,Personalizado,Premium,210.83,Jorge Rojas,CALLAO,Regular,2025-07-03
316,,2,15,196.44,0,Telefono,Tarjeta,2,244.12,Promocion,Sede 3,Miraflores,Centro,Plan familiar,Familiar,196.44,Jose Vargas,Ate,Regular,2025/08/04
317,2026-05-23,5,1,S/ 127.31,0,,Tarjeta,4,140.25,Promocion,Sede 6,Surco,Este,Cross training,Especial,127.31,Diana Cruz,San Juan de Lurigancho,Regular,2025-02-25
318,2026-04-11,2,24,55.86,0,Web,Tarjeta,1,,Cliente frecuente,Sede 7,Ventanilla,,Plan estudiante,,55.86,Carlos Vargas,Surco,Regular,2025-10-25
319,2026-01-23,2,19,98.26,20,WEB,TaRjEtA,1,159.04,Revisar,Sede 7,Ventanilla,,FuNcIoNaL,Especial,98.26,Jorge Rojas,CALLAO,Regular,2025-07-03
320,2026-06-06,2,16,137.44,0,WhatsApp,Plin,4,172.69,,Sede 2,Callao,Oeste,Plan premium,Mensual,137.44,Carlos Vargas,Los Olivos,Regular,02-09-2025
321,2026-04-20,7,6,71.82,5,Telefono,Yape,4,129.48 aprox,OK,Sede 4,Comas,Oeste,Plan basico,Mensual,71.82,Valeria Torres,,Nuevo,2025-05-20
322,2026-02-01,8,1,71.82,0,App,Transferencia,3,86.02,Cliente frecuente,Sede 3,Miraflores,Centro,Plan basico,Mensual,71.82,Lucia Castillo,Ate,Frecuente,2025-08-17
323, 2026-01-11 ,1,11 aprox,88.04,0,Telefono,Transferencia,4,138.99,Cliente frecuente,Sede 3,Miraflores,Centro,Yoga,Especial,88.04,Fiorella Ramos,Los Olivos,Corporativo,2025-10-02
324,2026-06-24,5,28,117.96,5,WhatsApp,Transferencia,2,212.36,OK,Sede 2,Callao,Oeste,,MeNsUaL,117.96,Diana Cruz,San Juan de Lurigancho,Regular,2025-02-25
325,,7,16,127.31 aprox,0,PRESENCIAL,Yape,3,203.94,Revisar,Sede 1,Ate,Este,Cross training,Especial,127.31,Sofia Huaman,La Molina,Regular,2025-01-27
326,2026-01-17,6, 26 ,71.82,8,App,Yape,5,152.09,OK,Sede 6,Surco,Este,Plan basico,Mensual,71.82,Andre Torres,Ventanilla,Corporativo,2025-11-11
327,2026-04-07,2,16,55.86,5,WhatsApp,TARJETA,5,147.36,  Revisar ,Sede 6,Surco,Este,Plan estudiante,,55.86,,Chorrillos,Regular,2025-02-08
328,2026-01-02,4,16,117.96,12,APP,Transferencia,1,185.72,,Sede 5,Villa El Salvador,Centro,,MeNsUaL,117.96,Ana Ramos,La Molina,Frecuente,2025-07-23
329,2026-03-02,2,2,137.44,0,App,Transferencia,5,150.17,Cliente frecuente,Sede 7,Ventanilla,,Plan premium,Mensual,137.44,Valeria Flores,LOS OLIVOS,Frecuente,2025-03-28
330,2026-05-01,,26,196.44,8,,Yape,2,S/ 260.96,Revisar,Sede 2,Callao,Oeste,Plan familiar,Familiar,196.44,Andre Salazar,San Juan de Lurigancho,Corporativo,2025-01-06
331,2026-06-25,3,26,117.96,12,Presencial,Plin,1,202.48,,Sede 2,Callao,Oeste,,MeNsUaL,117.96,Lucia Paredes,La Molina,Regular,2025-10-25
332,2026-01-04,8,5,127.31,0,Telefono,Tarjeta,2,174.56,Promocion,Sede 5,Villa El Salvador,Centro,Cross training,Especial,127.31,Marco Flores,Chorrillos,Regular,2025-10-01
333,2026-06-28,1,17,210.83,12,Presencial,  Plin ,3, 255.81 ,OK,Sede 3,Miraflores,Centro,Personalizado,Premium,210.83,Lucia Paredes,AtE,ReGuLaR, 2025-08-01 
334,2026-06-08,5,10,137.44,0,Telefono,Plin,1,170.62,OK,Sede 2,Callao,Oeste,Plan premium,Mensual,137.44,FiOrElLa cAmPoS,Lima,Nuevo,2025-08-23
335,27/02/2026,2,26,S/ 71.82,10,,Tarjeta, 2 ,147.43,,Sede 5,Villa El Salvador,Centro,Plan basico,Mensual,71.82,Victor Quispe,Miraflores,Premium,2025-04-25
336,,5,4, 55.86 ,0,Web,PlIn,4,110.64,,Sede 2,Callao,Oeste,Plan estudiante,,55.86,  Miguel Sayan ,San Juan de Lurigancho,Corporativo,2025-02-23
337,2026-01-10,5 aprox,22,"55,86",5,WhatsApp,Efectivo,,"141,85",OK,Sede 3,Miraflores,Centro,Plan estudiante,,55.86,Andre Salazar,San Juan de Lurigancho,Corporativo,2025-01-06
338,2026-01-14,1,6,98.26,0,Telefono,Plin,3, 139.36 ,Revisar,Sede 7,Ventanilla,,FuNcIoNaL,Especial,98.26,Andre Torres,Ventanilla,Corporativo,2025-11-11
339,2026-05-04, 1 ,13,98.26,10,App,Yape,1,161.25,OK,Sede 1,Ate,Este,FuNcIoNaL,Especial,98.26,  Miguel Sayan ,San Juan de Lurigancho,Corporativo,2025-02-23
340,19/04/2026,7,18,127.31,0,Telefono,Efectivo,2,198.47,,Sede 6,Surco,Este,Cross training,Especial,127.31,Ana Torres,,Regular,2025-10-09
341,2026-05-21,1,20,88.04, 15 ,App,YAPE,2,157.34,OK,Sede 5,Villa El Salvador,Centro,Yoga,Especial,88.04,,Los Olivos,Corporativo,2025-06-19
342,2026-05-09,8,23,71.82,8,ApP,Tarjeta,2,187.04,Promocion,Sede 1,Ate,Este,Plan basico,Mensual,71.82,Ana Huaman,Miraflores,Nuevo,2025-12-28
343,2026-01-15,8,24,127.31,0,Telefono,,3,202.67,Cliente frecuente,Sede 1,Ate,Este,Cross training,Especial,127.31,Miguel Paredes,Miraflores,Frecuente,2025-12-13
344,2026-04-25,5,22,196.44,12,App,Efectivo,5,891.05,OK,Sede 2,Callao,Oeste,Plan familiar,Familiar,196.44,Marco Flores,Miraflores,Frecuente,05/02/2025
345,2026-05-22,3,4,117.96,10,App,Tarjeta,2,147.0,OK,Sede 1,Ate,Este,,MeNsUaL,117.96,Raul Paredes,San Juan de Lurigancho,Corporativo,2025-10-15
346,2026-06-25,2,24,137.44,5,Telefono,Tarjeta,5,179.06,Promocion,Sede 3,Miraflores,Centro,Plan premium,Mensual,137.44,JoRgE QuIsPe,LiMa,Frecuente,2025-11-03
347,2026-03-02,7,13,137.44,0,WhatsApp,Transferencia,5,557.63,,Sede 2,Callao,Oeste,Plan premium,Mensual,137.44,Fiorella Vargas,Lima,nuevo,2025-01-14
348,2026-06-07,8,7,71.82,5,App,Transferencia,5,106.89 aprox,OK,Sede 1,Ate,Este,Plan basico,Mensual,71.82,Lucia Soto,Villa El Salvador,Frecuente,2025-12-01
349,2026-01-01,1,14,137.44,15,Telefono,Yape,3,S/ 161.36,Revisar,Sede 1,Ate,Este,Plan premium,Mensual,137.44,Diego Mendoza,San Juan de Lurigancho,Premium,2025-11-03
350,2026-05-04,8,3,,20,Presencial,PlIn,2,S/ 223.51,Cliente frecuente,Sede 4,Comas,Oeste,Plan familiar,Familiar,196.44,Ana Torres,,Regular,2025-10-09
351,2026/01/10,1,12,137.44,15,Presencial,Plin,4,168.58,Revisar,Sede 1,Ate,Este,Plan premium,Mensual,137.44,Miguel Cruz,Callao,Corporativo,2025-03-13
352,2026-05-24,5,28,117.96,8,Web,Tarjeta,2,206.03,Cliente frecuente,Sede 6,Surco,Este,,MeNsUaL,117.96,Lucia Paredes,AtE,ReGuLaR, 2025-08-01 
353,2026-06-14,6,6,137.44,15,Presencial,TrAnSfErEnCiA,1,152.56,PrOmOcIoN,Sede 1,Ate,Este,Plan premium,Mensual,137.44,  Miguel Sayan ,San Juan de Lurigancho,Corporativo,2025-02-23
354,2026-01-21,6,5,98.26,8,WhatsApp,Yape,1,143.73,,Sede 1,Ate,Este,FuNcIoNaL,Especial,98.26,Lucia Castillo,Ate,Frecuente,2025-08-17
355,2026-05-27,4,13,210.83,0,Web,Efectivo,5,253.71,revisar,Sede 3,Miraflores,Centro,Personalizado,Premium,210.83,Carlos Vargas,Surco,Regular,2025-10-25
356,2026-02-07,3,20,98.26,,Telefono,Plin,3,158.71,Promocion,Sede 1,Ate,Este,FuNcIoNaL,Especial,98.26,Rocio Salazar,Miraflores,Frecuente,2025-02-25
357,2026-03-17,1,1,55.86,12,Web,Tarjeta,5,76.96,,Sede 3,Miraflores,Centro,Plan estudiante,,55.86,  Miguel Sayan ,San Juan de Lurigancho,Corporativo,2025-02-23
358,2026-03-13,7,10,55.86,12,,Efectivo,5,118.17,Cliente frecuente,Sede 3,Miraflores,Centro,Plan estudiante,,55.86,Lucia Gomez,Callao,Corporativo,2025-04-01
359,2026-05-07,7,20,98.26,10,WhatsApp,Efectivo,5,178.82,,Sede 6,Surco,Este,FuNcIoNaL,Especial,98.26,Diana Cruz,Los Olivos,Premium,2025-03-17
360,2026-04-21,7,7,88.04,8,WhatsApp,Plin,1,136.33 aprox,Promocion,Sede 3,Miraflores,Centro,Yoga,Especial,88.04,Jorge Castillo,Comas,Nuevo,2025-06-17
361,2026-04-03,6,2,196.44, 8 ,WhatsApp,Tarjeta,2,226.78,Revisar,Sede 2,Callao,Oeste,Plan familiar,Familiar,196.44,Fiorella Vargas,Lima,nuevo,2025-01-14
362,2026-02-01,8,1,71.82,0,App,Transferencia,3,86.02,Cliente frecuente,Sede 3,Miraflores,Centro,Plan basico,Mensual,71.82,Lucia Castillo,Ate,Frecuente,2025-08-17
363,2026-01-26,7,17,117.96,8,Telefono,plin,2,"186,12",OK,Sede 1,Ate,Este,,MeNsUaL,117.96,Carlos Vargas,Surco,Regular,2025-10-25
364,2026-01-26,6,5,"127,31",20,App,Transferencia,3,140.43 aprox,Promocion,Sede 5,Villa El Salvador,Centro,Cross training,Especial,127.31,Carlos Paredes,Los Olivos,Regular,18-04-2025
365,2026-06-04,7,21,55.86,20,Presencial,Plin,1,166.5,,Sede 3,Miraflores,Centro,Plan estudiante,,55.86,Valeria Sayan,Ate,Regular,2025-05-01
366,2026-02-13,8,25,71.82,0,  App ,TRANSFERENCIA,2,181.01,Cliente frecuente,Sede 3,Miraflores,Centro,Plan basico,Mensual,71.82,Marco Cruz,Lima,Regular,2025-05-24
367,2026-02-01,5,15,117.96,10,Telefono,Tarjeta,3,176.69,Promocion,Sede 3,Miraflores,Centro,,MeNsUaL,117.96,JoRgE QuIsPe,LiMa,Frecuente,2025-11-03
368,2026/03/13,5,10,88.04,8,Presencial,Plin,3,145.57,,Sede 2,Callao,Oeste,Yoga,Especial,88.04,Camila Salazar,San Miguel,Nuevo,2025-02-16
369,2026-02-08,3,7,71.82,15,Presencial,Yape,2,115.33,OK,Sede 7,Ventanilla,,Plan basico,Mensual,71.82,Camila Salazar,San Miguel,Nuevo,2025-02-16
370,2026/02/04,3,19,"127,31",5,Web,Transferencia,3,199.52,Promocion,Sede 4,Comas,Oeste,Cross training,Especial,127.31,Diana Cruz,La Molina,Premium,21-07-2025
371,2026-05-18,8,25,71.82,20,  Telefono ,Transferencia,2,136.74,Promocion,Sede 7,Ventanilla,,Plan basico,Mensual,71.82,FiOrElLa cAmPoS,Lima,Nuevo,2025-08-23
372,2026-06-03,7 aprox,22,71.82,12 aprox,App,Transferencia,1,157.68,Revisar,Sede 1,Ate,Este,Plan basico,Mensual,71.82,Valeria Soto,INDEPENDENCIA,Premium,2025-11-25
373,2026-02-21,1,5,"210,83",0,WhatsApp,Plin, 2 ,227.02,Promocion,Sede 5,Villa El Salvador,Centro,Personalizado,Premium,210.83,Carlos Paredes,Los Olivos,Regular,18-04-2025
374,2026-03-23,3,23,71.82,10,WhatsApp,Plin,3,150.14,Promocion,Sede 4,Comas,Oeste,Plan basico,Mensual,71.82,Lucia Paredes,AtE,ReGuLaR, 2025-08-01 
375,,8,21,210.83 aprox,10,Telefono,Efectivo,5,273.7,Promocion,Sede 7,Ventanilla,,Personalizado,Premium,210.83,Jorge Flores,independencia,Regular,2025-08-12
376,2026-01-08,5,26,137.44,12,Telefono,Tarjeta,1,214.07,ok,Sede 6,Surco,Este,Plan premium,Mensual,137.44,RaUl cAsTiLlO,Independencia,  Premium ,2025-08-17
377,2026-03-17,3,21,127.31,0,WhatsApp,Tarjeta,5,192.33,Revisar,Sede 6,Surco,Este,Cross training,Especial,127.31,Carlos Soto,  Independencia ,Frecuente,2025-12-23
378,2026-05-09,3,2 aprox,137.44,15,Telefono,Efectivo,3,142.16,,Sede 4,Comas,Oeste,Plan premium,Mensual,137.44,Marco Huaman,Lima,Premium,2025-08-28
379,2026-01-08,3,10,117.96,10,WhatsApp,Yape,2 aprox,171.24,  Promocion ,Sede 6,Surco,Este,,MeNsUaL,117.96,Marco Huaman,Lima,Premium,2025-08-28
380,,3,19,127.31,12,Presencial,efectivo,2,182.19,Revisar,Sede 2,Callao,Oeste,Cross training,Especial,127.31,Diego Quispe,Ventanilla,corporativo,2025-01-07
381,2026-06-09,6,38.58, 117.96 , 20 ,telefono,Transferencia,2,209.57,,Sede 1,Ate,Este,,MeNsUaL,117.96,Lucia Soto,Villa El Salvador,Frecuente,2025-12-01
382,2026-02-21,1,14,137.44,5,Web,Plin,2,179.49,,Sede 2,Callao,Oeste,Plan premium,Mensual,137.44,Miguel Paredes,Miraflores,Frecuente,2025-12-13
383,2026-05-22,1,16,210.83,10,WEB,Yape,4,252.51,,Sede 7,Ventanilla,,Personalizado,Premium,210.83,Carlos Vargas,Surco,Regular,2025-10-25
384,2026-03-23,2,28,117.96,15,Presencial,Yape,4,188.72,,Sede 1,Ate,Este,,MeNsUaL,117.96,Diana Vargas,VILLA EL SALVADOR,PREMIUM,2025-12-08
385,01-03-2026,7,20,210.83 aprox,,App,Efectivo,4,256.95 aprox,Revisar,Sede 2,Callao,Oeste,Personalizado,Premium,210.83,Rocio Salazar,Miraflores,Frecuente,2025-02-25
386,2026-03-05,8,24,98.26,15,Telefono,Plin,1,183.88,OK,Sede 4,Comas,Oeste,FuNcIoNaL,Especial,98.26,Diego Castillo,miraflores,Frecuente,2025-07-22
387,2026-01-28,1,15,S/ 117.96,10,Web,Yape, 2 ,168.46,Promocion,Sede 5,Villa El Salvador,Centro,,MeNsUaL,117.96,Maria Cruz,ate,Frecuente,2025-05-12
388,2026/01/16,2,7,88.04,20,Web,Tarjeta,1,100.84,Promocion,Sede 2,Callao,Oeste,Yoga,Especial,88.04,Raul Paredes,San Juan de Lurigancho,Corporativo,2025-10-15
389,2026-02-18,5,13,98.26,10,whatsapp,Plin,2,149.95,Promocion,Sede 7,Ventanilla,,FuNcIoNaL,Especial,98.26,Carlos Soto,  Independencia ,Frecuente,2025-12-23
390,2026-05-24,6, 2 ,117.96,5,Web,Yape,4,141.3,Cliente frecuente,Sede 3,Miraflores,Centro,,MeNsUaL,117.96,Jose Paredes,La Molina,Frecuente,2025-05-07
391,2026-04-26,5,21,117.96,0,ApP,Tarjeta,2,194.99,Revisar,Sede 3,Miraflores,Centro,,MeNsUaL,117.96,Diego Quispe,Ventanilla,corporativo,2025-01-07
392,2026-02-03,2,6,196.44,5,Web,Transferencia,5,182.79,,Sede 2,Callao,Oeste,Plan familiar,Familiar,196.44,Carlos Soto,  Independencia ,Frecuente,2025-12-23
393,2026-06-28,3,27,210.83,10,App,Tarjeta,5,266.63,,Sede 1,Ate,Este,Personalizado,Premium,210.83,Camila Navarro,Miraflores,Frecuente,2025-09-14
394,2026-05-13,7,22,137.44,12,App,tarjeta,4,223.84,   ,Sede 2,Callao,Oeste,Plan premium,Mensual,137.44,Valeria Huaman,Villa  El  Salvador,Corporativo,2025-07-06
395,2026-03-28,4,15,98.26,5,Presencial,Transferencia, 4 ,137.63,OK,Sede 2,Callao,Oeste,FuNcIoNaL,Especial,98.26,Diego Mendoza,San Juan de Lurigancho,Premium,2025-11-03
396,2026-02-24,2,5,196.44,10,Presencial,Tarjeta,5,202.94,Cliente frecuente,Sede 2,Callao,Oeste,Plan familiar,Familiar,196.44,Diana Cruz,La Molina,Premium,21-07-2025
397,2026-02-18,2,8,137.44,5,App,Efectivo,5,160.85,Promocion,Sede 5,Villa El Salvador,Centro,Plan premium,Mensual,137.44,Victor Campos,Ventanilla,Premium,2025-05-02
398,2026-01-20,2,5,S/ 196.44,12,presencial,Transferencia,4,201.45,Cliente frecuente,Sede 7,Ventanilla,,Plan familiar,Familiar,196.44,Marco Huaman,Lima,Premium,2025-08-28
399,2026-04-14,4,20,117.96,0,Web,Efectivo,5,169.32,,Sede 6,Surco,Este,,MeNsUaL,117.96,Ana Flores,  San Juan de Lurigancho ,Frecuente,2025-09-03
400,2026-01-11,1,22 aprox, 88.04 ,15,Presencial,TRANSFERENCIA,5,133.14,Cliente frecuente,Sede 2,Callao,Oeste,Yoga,Especial,88.04,Fiorella Campos,Los Olivos,Nuevo,2025-06-13
401,2026-01-02,2,1,55.86,20,WhatsApp,Yape,5, 84.53 ,Promocion,Sede 1,Ate,Este,Plan estudiante,,55.86,JoRgE QuIsPe,LiMa,Frecuente,2025-11-03
402,2026-05-12,1,1, 137.44 ,20,Presencial,Transferencia,5,149.43,,Sede 2,Callao,Oeste,Plan premium,Mensual,137.44,Valeria Huaman,Villa  El  Salvador,Corporativo,2025-07-06
403,2026-04-08,3,19,137.44,0,Telefono,Yape,2,176.74,Revisar,Sede 5,Villa El Salvador,Centro,Plan premium,Mensual,137.44,Marco Cruz,Lima,Regular,2025-05-24
404,2026-02-16,5,,137.44,12,Presencial,Plin,1,196.78 aprox,promocion,Sede 1,Ate,Este,Plan premium,Mensual,137.44,Jorge Castillo,Comas,Nuevo,2025-06-17
405,2026-04-17,6,24,127.31,15,Telefono,  Plin ,5 aprox,178.64,Promocion,Sede 4,Comas,Oeste,Cross training,Especial,127.31,Sofia Salazar,Ate,Nuevo, 2025-04-06 
406,2026-01-15,2,12,117.96 aprox,0,Presencial,Efectivo,3,179.26,,Sede 7,Ventanilla,,,MeNsUaL,117.96,Diego Castillo,miraflores,Frecuente,2025-07-22
407,2026-02-21,7,24,98.26,10,Telefono,Yape,2,171.18,OK,Sede 2,Callao,Oeste,FuNcIoNaL,Especial,98.26,fiorella castillo,LA MOLINA,ReGuLaR,26/10/2025
408,2026-02-22,7,23,88.04,,App,Tarjeta,2,177.07,Promocion,Sede 7,Ventanilla,,Yoga,Especial,88.04,Elena Salazar,Surco,  Nuevo ,2025-08-16
409,2026-06-23,4,13,127.31,8,Telefono,Transferencia,2,205.15,Promocion,Sede 5,Villa El Salvador,Centro,Cross training,Especial,127.31,Marco Flores,Chorrillos,Regular,2025-10-01
410,2026-05-04,5,6,117.96,0,Web,Yape,5,161.96,Revisar,Sede 2,Callao,Oeste,,MeNsUaL,117.96,Jorge Rojas,CALLAO,Regular,2025-07-03
411,03/06/2026,1,15,88.04,10,Telefono,  Transferencia ,4,135.54,OK,Sede 7,Ventanilla,,Yoga,Especial,88.04,Carlos Vargas,Surco,Regular,2025-10-25
412,2026-01-26,1,22,196.44,12,Presencial,Yape,2, 221.63 ,OK,Sede 4,Comas,Oeste,Plan familiar,Familiar,196.44,Carlos Rojas,CHORRILLOS,Regular,2025-10-08
413,2026-04-23,6, 18 ,210.83,20,Telefono,TARJETA,5,272.81,Cliente frecuente,Sede 5,Villa El Salvador,Centro,Personalizado,Premium,210.83,Carlos Soto,  Independencia ,Frecuente,2025-12-23
414,2026-01-20,6,16,117.96,12,Presencial,tarjeta,,195.29 aprox,Promocion,Sede 5,Villa El Salvador,Centro,,MeNsUaL,117.96,Valeria Soto,INDEPENDENCIA,Premium,2025-11-25
415,2026-03-16,5,11,S/ 55.86,8,Telefono,Efectivo,4,114.5,Cliente frecuente,Sede 2,Callao,Oeste,Plan estudiante,,55.86,Marco Flores,Chorrillos,Regular,2025-10-01
416,2026-06-28,4,10,196.44 aprox,0,App,Plin,2,635.96,,Sede 3,Miraflores,Centro,Plan familiar,Familiar,196.44,Maria Cruz,Chorrillos,Premium,2025-10-28
417,2026-05-16,6,17, 98.26 ,15,Web,Plin,2, 151.9 ,,Sede 6,Surco,Este,FuNcIoNaL,Especial,98.26,,Los Olivos,Corporativo,2025-06-19
418,2026-06-11,8 aprox,24,98.26,15,Web,Plin,1,172.63,,Sede 6,Surco,Este,FuNcIoNaL,Especial,98.26,Valeria Huaman,Villa  El  Salvador,Corporativo,2025-07-06
419,2026-03-16,8,24,98.26,8,App,Efectivo,1,183.64,Cliente frecuente,Sede 6,Surco,Este,FuNcIoNaL,Especial,98.26,,,Premium,2025-08-18
420,2026-03-23,2,15,117.96,0,App,  Efectivo ,5,"172,82",   ,Sede 5,Villa El Salvador,Centro,,MeNsUaL,117.96,Miguel Paredes,Miraflores,Frecuente,2025-12-13
421,2026-06-24,8,8,210.83,5,WhatsApp,Yape,1,232.8,Promocion,Sede 3,Miraflores,Centro,Personalizado,Premium,210.83,Diego Mendoza,San Juan de Lurigancho,Premium,2025-11-03
422,2026-05-28,2,11,98.26,0,,Yape,5,"113,05",Cliente frecuente,Sede 5,Villa El Salvador,Centro,FuNcIoNaL,Especial,98.26,Elena Rojas,Villa El Salvador,Regular,2025-07-22
423,2026-05-11,8,14,98.26,12,WhatsApp,,4,,Revisar,Sede 6,Surco,Este,FuNcIoNaL,Especial,98.26,Carlos Paredes,Los Olivos,Regular,18-04-2025
424,2026-02-01,5,8,117.96,20,WhatsApp,Transferencia,2,152.68,Revisar,Sede 2,Callao,Oeste,,MeNsUaL,117.96,Carlos Paredes,Los Olivos,Regular,18-04-2025
425,2026-05-21,8,22,98.26,5,,Transferencia,5,176.43,Revisar,Sede 5,Villa El Salvador,Centro,FuNcIoNaL,Especial,98.26,Diego Mendoza,San Juan de Lurigancho,Premium,2025-11-03
426,2026-04-21,2 aprox, 3 ,98.26,0,Web,Efectivo,4,131.64,,Sede 2,Callao,Oeste,FuNcIoNaL,Especial,98.26,Camila Flores,lima,Corporativo,2025-03-22
