id_orden,fecha_operacion,cantidad_repuestos,horas_trabajo,tarifa_base,descuento_pct,canal,metodo_pago,calificacion,costo_reparacion,observacion,sedes_nombre,sedes_distrito,sedes_zona,servicios_nombre,servicios_categoria,servicios_tarifa_base,clientes_nombre,clientes_distrito,clientes_segmento,clientes_fecha_registro
272,2026-03-19,6,5.28,215.96,0,WhatsApp,Efectivo,5,481.68,,SEDE 7,Chorrillos,Este,Afinamiento,Motor,215.96,Jose Sayan,Los Olivos,Premium,03/06/2025
273,2026-02-06,8,11.75,306.55,0,WhatsApp,Plin,5,848.87,,Sede 6,Independencia,Oeste,,Electricidad,306.55,Luis Mendoza,surco,Frecuente,2025-07-20
274,2026-05-13, 5 ,7.92,111.57,12,WhatsApp,Tarjeta,3,447.18,Revisar,Sede 3,,Oeste,Diagnostico scanner,Diagnostico,111.57,LUIS TORRES,San Juan de Lurigancho,Premium,2025-04-20
275,2026-04-27,2,4.03,182.15,15,Telefono,Plin,4,302.68,promocion,Sede 5,Independencia,Este,Frenos,Seguridad,182.15,Victor Navarro,CHORRILLOS,Premium,2025-03-25
276,2026-02-21,2,2.18,143.51,0,Presencial,Plin,2,236.98 aprox,Revisar,Sede 3,,Oeste,Revision electrica,,143.51,Victor Reyes,San Juan de Lurigancho,Nuevo,2025-09-15
277,2026-06-19,3,6.13,275.62,10,WhatsApp,Plin,2,517.17,Revisar,Sede 2,AtE,Sur,SuSpEnSiOn,MECANICA,275.62,Luis Mendoza,surco,Frecuente,2025-07-20
278,2026-02-08,8,1.56,215.96,0,presencial,Transferencia, 5 ,372.5,Cliente frecuente,Sede 2,AtE,Sur,Afinamiento,Motor,215.96,Camila Rojas,La Molina,Frecuente,2025-12-26
279,2026-05-18,5,"6,83",306.55,20,App,Yape,3,562.98,Revisar,Sede 1,Ate,Sur,,Electricidad,306.55,Diana Rojas,Callao,Regular,2025-02-05
280,2026-01-02,3,9.54,306.55,0,WhatsApp,Efectivo,2,685.33,Cliente frecuente,SEDE 7,Chorrillos,Este,,Electricidad,306.55,Camila Rojas,La Molina,Frecuente,2025-12-26
281,2026-01-06,2,1.08,306.55,10,Presencial,Yape,5,321.13,,Sede 2,AtE,Sur,,Electricidad,306.55,Jorge Reyes,Independencia,Frecuente,2025-04-10
282,2026-04-18,7,"0,69",275.62,5,Telefono,Efectivo,4,411.03,Promocion,Sede 4,Ate,  Este ,SuSpEnSiOn,MECANICA,275.62,Marco Soto,San Juan de Lurigancho,,2025-06-21
283,2026-06-21,3,6.49,90.23,,Web,,5,395.7,OK,Sede 1,Ate,Sur,Cambio de aceite,Mantenimiento,90.23,Camila Rojas,La Molina,Frecuente,2025-12-26
284,2026-04-24,5,11.73,306.55,8,Web,Transferencia,3,853.38,Promocion,Sede 6,Independencia,Oeste,,Electricidad,306.55,Pedro Cruz,La Molina,Premium,2025-11-25
285,2026-05-24,3,3.32,275.62,20,Presencial,Plin,3,410.42,Cliente frecuente,Sede 4,Ate,  Este ,SuSpEnSiOn,MECANICA,275.62,Fiorella Castillo,Ate,Regular,2025-09-19
286, 2026-01-06 ,1,5.93 aprox,"77,01",20 aprox,App,Transferencia,2,328.22,Revisar,Sede 3,,Oeste,Alineamiento,Mantenimiento,77.01,Rocio Soto,San Juan de Lurigancho,Regular,2025-07-12
287,2026-04-28,2 aprox,9.83,215.96,5,presencial,Yape,4,611.88,Revisar,Sede 6,Independencia,Oeste,Afinamiento,Motor,215.96,Miguel Campos,Ventanilla,Regular,2025-01-12
288,15-04-2026,7,8.78 aprox,90.23,0,Web,PlIn,4,540.74,,Sede 4,Ate,  Este ,Cambio de aceite,Mantenimiento,90.23,Jose Quispe,Ventanilla,Nuevo,2025-09-05
289,04/03/2026,4,6.16,111.57,0,WeB,Efectivo,2,442.18,Revisar,Sede 3,,Oeste,Diagnostico scanner,Diagnostico,111.57,Sofia Torres,Chorrillos,NUEVO,2025-05-14
290,09/03/2026,8 aprox,3.74,143.51,5,WhatsApp,Tarjeta,1,368.31,,Sede 4,Ate,  Este ,Revision electrica,,143.51,camila torres,Ventanilla,Regular,2025-01-26
291,2026/06/18,2,11.49,215.96,8,WEB,Efectivo,4,682.91,Revisar,Sede 1,Ate,Sur,Afinamiento,Motor,215.96,Claudia Quispe,San Juan de Lurigancho,Premium,2025-03-28
292,2026/01/19,6,11.7,,0,Presencial,TARJETA,3,857.86,  Revisar ,Sede 6,Independencia,Oeste,Embrague,Mecanica,482.37,Diana  Soto,Lima,ReGuLaR,2025-02-19
293,2026-03-15,4,4.14,275.62,0,Web,Yape,5,444.61,OK,Sede 5,Independencia,Este,SuSpEnSiOn,MECANICA,275.62,Rocio Torres,,Corporativo,2025-10-08
294,2026-02-05,3,2.89,77.01,5,WhatsApp,Efectivo,5,,Cliente frecuente,Sede 3,,Oeste,Alineamiento,Mantenimiento,77.01,Pedro Cruz,La Molina,Premium,2025-11-25
295,2026-04-09,1,"2,12",215.96,0,WhAtSaPp,Tarjeta,5 aprox,,revisar,Sede 6,Independencia,Oeste,Afinamiento,Motor,215.96,Valeria Torres,Surco,Corporativo,2025-03-15
296,2026-02-05,8,7.82 aprox,90.23,5,Telefono,Transferencia,4,513.49,Promocion,Sede 5,Independencia,Este,Cambio de aceite,Mantenimiento,90.23,Camila Huaman,,Frecuente,2025/11/10
297,2026/03/23,7,6.27,482.37,15,Presencial,Transferencia,2,"681,42",Promocion,Sede 4,Ate,  Este ,Embrague,Mecanica,482.37,Pedro Torres,Villa El Salvador,Regular, 2025-05-11 
298,2026-01-23,2 aprox,0.74,77.01,12,Web,Transferencia,3,199.43,Promocion,SEDE 7,Chorrillos,Este,Alineamiento,Mantenimiento,77.01,Carlos Ramos,Ventanilla,Corporativo,2025-08-24
299,2026-05-26,1,5.28,275.62, 5 ,Telefono,Yape,1,426.87,,Sede 6,Independencia,Oeste,SuSpEnSiOn,MECANICA,275.62,Jose Quispe,Ventanilla,Nuevo,2025-09-05
300,2026-05-07,6,10.57,111.57,0,Telefono,Plin,2,596.57,,Sede 2,AtE,Sur,Diagnostico scanner,Diagnostico,111.57,Claudia Quispe,San Juan de Lurigancho,Premium,2025-03-28
301,2026-01-28,2,7.71 aprox,275.62,0,Telefono,Tarjeta,1, 590.6 ,OK,Sede 6,Independencia,Oeste,SuSpEnSiOn,MECANICA,275.62,Rocio Reyes,Villa El Salvador,nuevo,2025-10-23
302,2026-02-04,5,9.07,275.62,8,Telefono,,2,733.16,Revisar,Sede 3,,Oeste,SuSpEnSiOn,MECANICA,275.62,Camila Mendoza,Lima,Frecuente,2025-10-17
303,2026-06-18,3,3.62 aprox,90.23,15,TeLeFoNo,Efectivo,,216.94,Promocion,Sede 4,Ate,  Este ,Cambio de aceite,Mantenimiento,90.23,,Miraflores,Nuevo,2025-09-07
304,2026-05-24,2,6.21,77.01,20,App,Transferencia,4,356.33,,Sede 5,Independencia,Este,Alineamiento,Mantenimiento,77.01,Pedro Cruz,La Molina,Premium,2025-11-25
305,2026-06-03,3,6.81,S/ 90.23,0,Web,Efectivo,5,396.53,Cliente frecuente,SEDE 7,Chorrillos,Este,Cambio de aceite,Mantenimiento,90.23,Claudia Gomez,Callao,  Frecuente ,2025-03-25
306,2026-06-13,5,6.79,"275,62", 8 ,Presencial,Yape,5,627.14,,SEDE 7,Chorrillos,Este,SuSpEnSiOn,MECANICA,275.62,Miguel Salazar,Miraflores,Premium,19-08-2025
307,2026-05-10,2,4.44,77.01,10,Telefono,transferencia,2,335.99,,Sede 6,Independencia,Oeste,Alineamiento,Mantenimiento,77.01,Pedro Flores,Comas,Premium,2025-04-07
308,2026-03-20,7,8.99,275.62,12,App,  Tarjeta ,1,665.4,Revisar,Sede 2,AtE,Sur,SuSpEnSiOn,MECANICA,275.62,Fiorella Castillo,Ate,Regular,2025-09-19
309,2026-05-23,2 aprox,4.38,182.15 aprox,0,Presencial,Efectivo,1,337.33,OK,Sede 3,,Oeste,Frenos,Seguridad,182.15,Maria Salazar,Callao,Nuevo,2025-07-16
310,2026/06/22,2,9.72,482.37,12,Web,Yape,2,730.92,OK,Sede 2,AtE,Sur,Embrague,Mecanica,482.37,Pedro Torres,Villa El Salvador,Regular, 2025-05-11 
311,2026-01-23,6,0.53,S/ 77.01, 0 ,WhatsApp,,,224.5,Cliente frecuente,SEDE 7,Chorrillos,Este,Alineamiento,Mantenimiento,77.01,  Diana Rojas ,Lima,Nuevo,2025-03-12
312,2026-04-27,,1.99,215.96,12,WhatsApp,Transferencia,2,285.5,,Sede 1,Ate,Sur,Afinamiento,Motor,215.96,Fiorella Torres,LOS OLIVOS,Nuevo,2025-03-27
313,2026-01-16,6,9.82,90.23,10,TeLeFoNo,Yape,2,597.44,Revisar,Sede 3,,Oeste,Cambio de aceite,Mantenimiento,90.23,Diana  Soto,Lima,ReGuLaR,2025-02-19
314,2026-05-05,3,10.86, 182.15 ,0,Presencial,Transferencia,1,656.78,OK,Sede 1,Ate,Sur,Frenos,Seguridad,182.15,Diana  Quispe,Surco,Regular,2025-01-05
315,2026-01-17,,5.05,182.15,0,WhatsApp,TARJETA,3,381.37,Promocion,SEDE 7,Chorrillos,Este,Frenos,Seguridad,182.15,Raul Salazar,Ate,Nuevo,2025/10/07
316,2026-06-25,7,10.87,275.62,12,WhatsApp,Yape, 2 ,849.63,,Sede 1,Ate,Sur,SuSpEnSiOn,MECANICA,275.62,Pedro Huaman,  San Miguel ,Corporativo,2025-11-25
317,2026-06-02,7,8.51,215.96,0,,Plin,1,669.64,Cliente frecuente,Sede 1,Ate,Sur,Afinamiento,Motor,215.96,Fiorella Salazar,San Miguel,Premium,2025-09-13
318,2026-02-03,3, 1.8 ,215.96,5,WeB,Efectivo,,325.54,Cliente frecuente,Sede 5,Independencia,Este,Afinamiento,Motor,215.96,Sofia Torres,Chorrillos,NUEVO,2025-05-14
319,2026-06-15,,2.15,,,App,Transferencia,4,432.8,Cliente frecuente,Sede 5,Independencia,Este,,Electricidad,306.55,Lucia Campos,Villa El Salvador,Frecuente,2025-08-03
320,2026-01-09,5,4.42,482.37,15,Web,,5,595.67,Revisar,Sede 5,Independencia,Este,Embrague,Mecanica,482.37,Diana Flores,La Molina,Nuevo,2025-12-16
321,2026-06-20,6,0.64,275.62,8,WeB,YaPe,2,319.72,,Sede 6,Independencia,Oeste,SuSpEnSiOn,MECANICA,275.62,Luis Flores,San Miguel,Nuevo,2025-08-19
322,2026-03-28,2,"9,85",77.01 aprox,0 aprox,Presencial,Yape,2,S/ 532.8,Promocion,Sede 2,AtE,Sur,Alineamiento,Mantenimiento,77.01,Diana Quispe,Villa El Salvador,Premium,2025-10-26
323,2026-02-12,4,2.85,111.57,,app,  Yape ,2,351.22,Revisar,Sede 1,Ate,Sur,Diagnostico scanner,Diagnostico,111.57,Rocio Reyes,Villa El Salvador,nuevo,2025-10-23
324,2026-03-25,4,4.76,90.23,10,Web,transferencia,5,299.66 aprox,Revisar,Sede 6,Independencia,Oeste,Cambio de aceite,Mantenimiento,90.23,Luis Mendoza,surco,Frecuente,2025-07-20
325,08/04/2026,7,10.7,182.15,0 aprox,Web,efectivo,1,715.71,OK,SEDE 7,Chorrillos,Este,Frenos,Seguridad,182.15,Fiorella Cruz,chorrillos,Frecuente,2025-04-07
326,2026-02-28,7,10.36,111.57,0,TeLeFoNo,Plin,3,667.43,Promocion,Sede 5,Independencia,Este,Diagnostico scanner,Diagnostico,111.57,Pedro Huaman,  San Miguel ,Corporativo,2025-11-25
327,2026-05-23,8,10.91,"275,62",10,Presencial,Yape,5,764.3,Revisar,Sede 6,Independencia,Oeste,SuSpEnSiOn,MECANICA,275.62,Miguel Ramos,Ventanilla,Premium,2025-04-21
328,2026-06-03,7,1.18,77.01,20,  App ,Transferencia,5,318.4,,Sede 3,,Oeste,Alineamiento,Mantenimiento,77.01,Victor Reyes,San Juan de Lurigancho,Nuevo,2025-09-15
329,2026-06-25,1,5.39,111.57,0 aprox,Web,Transferencia,5,357.02,Cliente frecuente,Sede 6,Independencia,Oeste,Diagnostico scanner,Diagnostico,111.57,Valeria Torres,Surco,Corporativo,2025-03-15
330,2026-02-04,4,11.54,77.01,20,App,Tarjeta,3,627.37,,Sede 1,Ate,Sur,Alineamiento,Mantenimiento,77.01,Claudia Reyes,San Miguel,Premium,2025-01-17
331,22-04-2026,2,0.62,306.55,15,WhatsApp,PLIN,3,232.07,Promocion,Sede 6,Independencia,Oeste,,Electricidad,306.55,Victor Reyes,San Juan de Lurigancho,Nuevo,2025-09-15
332,2026-02-27,4 aprox,8.26,482.37,15,Web,Yape,5,2691.25,Revisar,Sede 3,,Oeste,Embrague,Mecanica,482.37,  Carlos Paredes ,VeNtAnIlLa,Corporativo,2025-01-15
333,2026-02-02,4,8.77,482.37,20,Telefono,Tarjeta,5,798.92,Cliente frecuente,Sede 5,Independencia,Este,Embrague,Mecanica,482.37,Camila Rojas,La Molina,Frecuente,2025-12-26
334,2026-03-28,7,6.38,90.23,0,Web,Yape, 2 ,476.46,OK,Sede 2,AtE,Sur,Cambio de aceite,Mantenimiento,90.23,Maria Reyes,Comas,Nuevo,2025-09-12
335,2026-05-11,4,7.51,,0,WhatsApp,Plin,5,490.14,,Sede 6,Independencia,Oeste,Frenos,Seguridad,182.15,Luis Flores,San Miguel,Nuevo,2025-08-19
336,2026-02-06,4,11.57,275.62,8,WhatsApp,Transferencia,3,759.59,,Sede 2,AtE,Sur,SuSpEnSiOn,MECANICA,275.62,camila torres,Ventanilla,Regular,2025-01-26
337,2026-06-08,4,5.37,275.62, 0 ,App,Plin,4,546.42,Cliente frecuente,Sede 4,Ate,  Este ,SuSpEnSiOn,MECANICA,275.62,Miguel Campos,Ventanilla,Regular,2025-01-12
338,10/03/2026,6, 3.8 ,"77,01",5,Web,Efectivo,5,292.19,,SEDE 7,Chorrillos,Este,Alineamiento,Mantenimiento,77.01,Raul Torres,Ate,Corporativo,08-08-2025
339,2026-06-16,5,8.98, 306.55 ,10,,Tarjeta,4,742.68,Promocion,Sede 5,Independencia,Este,,Electricidad,306.55,Miguel Cruz,Ventanilla,Frecuente,2025-09-14
340,2026-04-04, 3 ,1.88,143.51,10,Web,Tarjeta,1,294.85,ReViSaR,Sede 6,Independencia,Oeste,Revision electrica,,143.51,Fiorella Torres,LOS OLIVOS,Nuevo,2025-03-27
341,15-03-2026,3,8.43,306.55,5 aprox,web,Plin,4,"680,77",,Sede 2,AtE,Sur,,Electricidad,306.55,Miguel Castillo,Los Olivos,Frecuente,2025-01-23
342,2026-04-28, 6 ,8.46,306.55,20,Presencial,Yape,3,667.03,cliente frecuente,Sede 6,Independencia,Oeste,,Electricidad,306.55,Carlos Torres,Chorrillos,Premium,2025-04-01
343,2026-05-11,4,6.17,111.57,,Presencial,YaPe,1,391.05,Cliente frecuente,Sede 4,Ate,  Este ,Diagnostico scanner,Diagnostico,111.57,Diana Quispe,Villa El Salvador,Premium,2025-10-26
344,2026-04-09,5,9.47,143.51 aprox,15,App,Yape,,569.4,Revisar,Sede 5,Independencia,Este,Revision electrica,,143.51,Miguel Salazar,Miraflores,Premium,19-08-2025
345,2026-02-18,4,9.64,,0 aprox,,Plin,1,668.64,Promocion,Sede 6,Independencia,Oeste,Afinamiento,Motor,215.96,Maria Reyes,Comas,Nuevo,2025-09-12
346,2026-04-21,2,2.24,90.23,5,  App ,Plin,1,202.99,Revisar,Sede 1,Ate,Sur,Cambio de aceite,Mantenimiento,90.23,Miguel Salazar,Ate,Frecuente,2025-06-11
347,2026-02-01,5,,111.57,0,Web,Tarjeta,2,581.77,Promocion,Sede 1,Ate,Sur,Diagnostico scanner,Diagnostico,111.57,Miguel Salazar,Ate,Frecuente,2025-06-11
348,2026-05-05,2,10.98,306.55,15,App,Tarjeta,2,701.96,,Sede 4,Ate,  Este ,,Electricidad,306.55,Miguel Salazar,Miraflores,Premium,19-08-2025
349,2026-06-12,7,8.99,S/ 215.96,10,App,Efectivo,4,630.03 aprox,Cliente frecuente,Sede 4,Ate,  Este ,Afinamiento,Motor,215.96,Sofia Torres,Chorrillos,NUEVO,2025-05-14
350,2026-06-15,5,6.32,,8,  Presencial ,TRANSFERENCIA,2,600.46,Promocion,Sede 3,,Oeste,,Electricidad,306.55,Pedro Huaman,  San Miguel ,Corporativo,2025-11-25
351,2026-04-16,5,5.58,275.62,8,Telefono,Yape,4,477.59,Cliente frecuente,SEDE 7,Chorrillos,Este,SuSpEnSiOn,MECANICA,275.62,,Miraflores,Nuevo,2025-09-07
352,2026-03-10,5,7.0,77.01,10,Web,Efectivo,1,432.53,Promocion,Sede 3,,Oeste,Alineamiento,Mantenimiento,77.01,Rocio Torres,,Corporativo,2025-10-08
353,2026-05-28,3 aprox,6.88,90.23,5,presencial,Plin,4,453.21 aprox,,Sede 6,Independencia,Oeste,Cambio de aceite,Mantenimiento,90.23,Pedro Flores,Comas,Premium,2025-04-07
354,2026-05-17,3,4.04,77.01,0,  App ,Yape,5,243.34,,Sede 1,Ate,Sur,Alineamiento,Mantenimiento,77.01,Diego Sayan,  Independencia ,Corporativo,2025-07-10
355,2026/04/10,4,11.7 aprox,215.96,20,,Plin,2,608.22 aprox,,Sede 1,Ate,Sur,Afinamiento,Motor,215.96,Fiorella Torres,LOS OLIVOS,Nuevo,2025-03-27
356,2026-06-14,8,1.11,275.62,0,Presencial,Efectivo,4,464.29,,Sede 5,Independencia,Este,SuSpEnSiOn,MECANICA,275.62,Sofia Torres,Chorrillos,NUEVO,2025-05-14
357, 2026-06-16 ,5,4.1,77.01,8,PrEsEnCiAl,,4,274.82,Cliente frecuente,Sede 1,Ate,Sur,Alineamiento,Mantenimiento,77.01,Marco Rojas,Chorrillos,Regular,2025-11-23
358,2026-06-28,2,10.82,275.62, 10 ,App,Transferencia,4,601.02,,Sede 2,AtE,Sur,SuSpEnSiOn,MECANICA,275.62,Miguel Cruz,Ventanilla,Frecuente,2025-09-14
359,2026-06-16,6,10.17,275.62 aprox,15,App,Tarjeta,3,716.34,Revisar,Sede 6,Independencia,Oeste,SuSpEnSiOn,MECANICA,275.62,Carlos Paredes,Independencia,Nuevo,2025-03-14
360,2026-06-07,4,"2,26",77.01,0,Presencial,Transferencia,5,245.18,OK,Sede 5,Independencia,Este,Alineamiento,Mantenimiento,77.01,Maria Salazar,Callao,Nuevo,2025-07-16
361,2026-04-04,2,4.12,90.23,10,Web,Tarjeta,1,"310,07",Cliente frecuente,Sede 3,,Oeste,Cambio de aceite,Mantenimiento,90.23,Fiorella Torres,LOS OLIVOS,Nuevo,2025-03-27
362,2026-05-14,3,8.56,215.96,12,WhatsApp,Tarjeta,5,577.9,Promocion,Sede 4,Ate,  Este ,Afinamiento,Motor,215.96,Elena Reyes,COMAS,Nuevo,2025-05-21
363,2026-01-01,4,6.47,90.23,15,Presencial,transferencia,2,365.28,,Sede 6,Independencia,Oeste,Cambio de aceite,Mantenimiento,90.23,Elena Reyes,COMAS,Nuevo,2025-05-21
364,2026-03-15,4,11.39,275.62,0,WhatsApp,  Plin ,3,"780,7",Revisar,Sede 5,Independencia,Este,SuSpEnSiOn,MECANICA,275.62,Claudia Quispe,San Juan de Lurigancho,Premium,2025-03-28
365,2026-04-28,,,90.23,5,Telefono,Tarjeta,1,658.96,OK,Sede 4,Ate,  Este ,Cambio de aceite,Mantenimiento,90.23,Carlos Salazar,Surco,Frecuente,2025-11-22
366,2026-04-13,7 aprox,9.26,182.15,,Presencial,Tarjeta,2,641.42,Promocion,Sede 6,Independencia,Oeste,Frenos,Seguridad,182.15,LUIS TORRES,San Juan de Lurigancho,Premium,2025-04-20
367,2026-02-09,6,"9,55",143.51,8,App,Tarjeta, 3 ,611.48,  OK ,Sede 1,Ate,Sur,Revision electrica,,143.51,Marco Navarro,Chorrillos,Corporativo,2025-11-19
368,2026-05-16,2,9.52,,12,Presencial,Yape,2,570.48,  Promocion ,Sede 3,,Oeste,Frenos,Seguridad,182.15,Diana Sayan,LA MOLINA,Corporativo,2025-05-16
369,2026-02-13,4,9.21,143.51,15,App,Efectivo,2,562.79,,Sede 4,Ate,  Este ,Revision electrica,,143.51,LUIS TORRES,San Juan de Lurigancho,Premium,2025-04-20
370,2026-01-03,5,8.26, 143.51 ,8,App,Yape,1,587.68,  Cliente frecuente ,Sede 5,Independencia,Este,Revision electrica,,143.51,DiEgO CaMpOs,Surco,Nuevo,2025-04-11
371,2026-01-06,8,"9,98",275.62,5,Web,Tarjeta,1,741.55,,Sede 4,Ate,  Este ,SuSpEnSiOn,MECANICA,275.62,Miguel Salazar,Ate,Frecuente,2025-06-11
372,2026-03-07,6,7.08,275.62,8,,Tarjeta,5,602.29,OK,Sede 6,Independencia,Oeste,SuSpEnSiOn,MECANICA,275.62,Sofia Navarro,Surco,Premium,2025-10-26
373,2026-06-04,7,2.47,90.23, 0 ,Web,Transferencia,5,,OK,Sede 4,Ate,  Este ,Cambio de aceite,Mantenimiento,90.23,Fiorella Cruz,chorrillos,Frecuente,2025-04-07
374,2026-02-25,2,4.68,77.01,0,Presencial,  Tarjeta ,3,305.44,Cliente frecuente,SEDE 7,Chorrillos,Este,Alineamiento,Mantenimiento,77.01,Jorge Reyes,Independencia,Frecuente,2025-04-10
375,2026-03-08,6,4.75,,5,Telefono,Plin,,587.67,OK,Sede 1,Ate,Sur,Embrague,Mecanica,482.37,Diana Quispe,Villa El Salvador,Premium,2025-10-26
376,2026-05-10,6,0.82,143.51,10,Web,,5,286.04,Revisar,Sede 6,Independencia,Oeste,Revision electrica,,143.51,Valeria Torres,Surco,Corporativo,2025-03-15
377,2026-03-24,7,0.62,182.15 aprox,12,Presencial,,5,1151.96,OK,Sede 3,,Oeste,Frenos,Seguridad,182.15,Sofia Torres,Chorrillos,NUEVO,2025-05-14
378,2026-05-15,7,2.55,S/ 482.37,5,Presencial,Plin,5,560.04,OK,Sede 4,Ate,  Este ,Embrague,Mecanica,482.37,Pedro Salazar,La Molina,Regular,28/08/2025
379,2026-05-28,8,3.16,77.01, 15 ,Presencial,Transferencia,1,395.83,Revisar,Sede 4,Ate,  Este ,Alineamiento,Mantenimiento,77.01,Victor Gomez,Lima,Regular,2025/05/07
380,2026-03-16,1,6.17,215.96,,App,Efectivo,1,475.36,revisar,Sede 4,Ate,  Este ,Afinamiento,Motor,215.96,Marco Soto,San Juan de Lurigancho,,2025-06-21
381,2026-05-05,3,"7,14",77.01, 0 ,Web,TARJETA,5,412.33,Revisar,Sede 3,,Oeste,Alineamiento,Mantenimiento,77.01,Valeria Torres,Surco,Corporativo,2025-03-15
382,2026-04-27,8,"6,73",143.51,8,App,TrAnSfErEnCiA,5,513.41,Promocion,Sede 6,Independencia,Oeste,Revision electrica,,143.51,Miguel Castillo,Los Olivos,Frecuente,2025-01-23
383,2026-05-12,3,3.67,111.57,5,Web,efectivo,4,313.03,,Sede 1,Ate,Sur,Diagnostico scanner,Diagnostico,111.57,Fiorella Cruz,chorrillos,Frecuente,2025-04-07
384,2026-05-25,5 aprox,7.42,306.55,12,WhatsApp,Tarjeta,5,622.31,OK,Sede 4,Ate,  Este ,,Electricidad,306.55,Pedro Cruz,La Molina,Premium,2025-11-25
385,2026-04-08,4,6.63,215.96,0,Presencial,Efectivo,2,519.13,,Sede 3,,Oeste,Afinamiento,Motor,215.96,Diana Quispe,Villa El Salvador,Premium,2025-10-26
386,2026-04-03,6,0.62,143.51,5,Presencial,Efectivo,1,S/ 311.22,OK,Sede 4,Ate,  Este ,Revision electrica,,143.51,LUIS TORRES,San Juan de Lurigancho,Premium,2025-04-20
387,2026-04-10,7,8.66,143.51,5,  Presencial ,Transferencia,5,610.9,Revisar,Sede 2,AtE,Sur,Revision electrica,,143.51,Claudia Reyes,San Miguel,Premium,2025-01-17
388,2026-06-21,4,11.15,182.15,12,WhatsApp,Tarjeta,3,667.83,,Sede 3,,Oeste,Frenos,Seguridad,182.15,Victor Gomez,Lima,Regular,2025/05/07
389,2026-03-15,,2.4,182.15,0,Web,Tarjeta,4,237.2,OK,Sede 6,Independencia,Oeste,Frenos,Seguridad,182.15,Miguel Campos,Ventanilla,Regular,2025-01-12
390,2026-02-17,1,10.55,90.23,0,Web,Efectivo,3,547.41,Revisar,Sede 5,Independencia,Este,Cambio de aceite,Mantenimiento,90.23,Jose Sayan,Los Olivos,Premium,03/06/2025
391,2026-06-01,8,3.11,90.23,12,WEB,Tarjeta,2,344.37,OK,Sede 2,AtE,Sur,Cambio de aceite,Mantenimiento,90.23,Fiorella Salazar,San Miguel,Premium,2025-09-13
392,2026-05-14,2,0.84,275.62,0,App,Plin, 5 ,352.3,,SEDE 7,Chorrillos,Este,SuSpEnSiOn,MECANICA,275.62,,INDEPENDENCIA,Frecuente,2025-09-25
393,2026-04-02,6,"6,57",215.96,0,Presencial,Yape,2,577.05,Cliente frecuente,Sede 6,Independencia,Oeste,Afinamiento,Motor,215.96,,Miraflores,Nuevo,2025-09-07
394,,2,"34,47",90.23,20,WhatsApp,Tarjeta,2,1413.64,,Sede 3,,Oeste,Cambio de aceite,Mantenimiento,90.23,LUIS TORRES,San Juan de Lurigancho,Premium,2025-04-20
395, 2026-03-05 ,2,11.48,S/ 215.96,15,WhatsApp,Tarjeta,5,723.54,Revisar,Sede 4,Ate,  Este ,Afinamiento,Motor,215.96,Victor Gomez,Lima,Regular,2025/05/07
396,2026-04-21,6,9.37,S/ 111.57,12,WhatsApp,Transferencia,3,563.91,Promocion,SEDE 7,Chorrillos,Este,Diagnostico scanner,Diagnostico,111.57,camila torres,Ventanilla,Regular,2025-01-26
397,2026-05-04,1,8.25,90.23,0,Telefono,Tarjeta,2,S/ 468.9,,Sede 4,Ate,  Este ,Cambio de aceite,Mantenimiento,90.23,Carlos Cruz,Surco,Premium,2025-12-11
398,2026-05-13,8,1.45,90.23, 12 ,WhatsApp,Efectivo,2,290.94,Cliente frecuente,Sede 5,Independencia,Este,Cambio de aceite,Mantenimiento,90.23,Andre Flores,Los Olivos,Regular,2025-05-23
399,2026/03/16,7,6.92,275.62,12,Presencial,Yape,,647.68,Promocion,Sede 2,AtE,Sur,SuSpEnSiOn,MECANICA,275.62,Carlos Torres,Chorrillos,Premium,2025-04-01
400,13/01/2026,5,2.91,111.57, 0 ,Telefono,Efectivo,5,317.46,,Sede 6,Independencia,Oeste,Diagnostico scanner,Diagnostico,111.57,Diego Flores,San Miguel,Corporativo,2025-03-07
401,2026-03-04,4,10.25 aprox,215.96 aprox,15 aprox,web,Plin,4,691.96,Promocion,Sede 3,,Oeste,Afinamiento,Motor,215.96,Pedro Cruz,La Molina,Premium,2025-11-25
402,2026-05-18,1,3.93,275.62,20,Telefono,Transferencia,4,378.49,Cliente frecuente,Sede 4,Ate,  Este ,SuSpEnSiOn,MECANICA,275.62,Rocio Soto,San Juan de Lurigancho,Regular,2025-07-12
403,2026-01-13,5,3.78,482.37,0,App,Plin,5,629.43,,Sede 3,,Oeste,Embrague,Mecanica,482.37,Diana Rojas,Callao,Regular,2025-02-05
404,2026-04-24,2,9.2,143.51,0,WhatsApp,Plin,5,472.95,Promocion,Sede 5,Independencia,Este,Revision electrica,,143.51,Pedro Huaman,  San Miguel ,Corporativo,2025-11-25
405,2026-06-21,6,10.48,482.37,0,Presencial,  Efectivo ,4,880.09,OK,SEDE 7,Chorrillos,Este,Embrague,Mecanica,482.37,Diana  Soto,Lima,ReGuLaR,2025-02-19
406,2026-04-02,1,11.32,182.15,0,Telefono,Yape,2,585.57,Promocion,Sede 2,AtE,Sur,Frenos,Seguridad,182.15,,Miraflores,Nuevo,2025-09-07
407,2026-05-08, 4 ,5.64,182.15,0,Web,Efectivo,3,471.33,Cliente frecuente,Sede 2,AtE,Sur,Frenos,Seguridad,182.15,Jorge Reyes,Independencia,Frecuente,2025-04-10
