id_venta,fecha_operacion,cantidad_unidades,precio_venta_unitario,costo_unitario,descuento_pct,stock_inicial,stock_final,merma_unidades,canal,metodo_pago,monto_venta_soles,margen_venta_soles,observacion,tiendas_nombre,tiendas_distrito,tiendas_zona,tiendas_tipo_local,productos_nombre,productos_categoria,productos_proveedor,productos_costo_unitario,productos_precio_lista,clientes_nombre,clientes_distrito,clientes_segmento,clientes_fecha_registro
191,2026-02-13,58,13.46,"8,2",5,127 aprox,69,0,Telefono,Yape,"397,03",172.6,Promocion,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Rocio Campos,Los Olivos,Negocio,2025-01-08
192,2026-02-26,75,9.45, 5.64 ,5,229,154,0,Mostrador,Plin,681.31,517.38,Revisar stock,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Carlos Reyes,Callao,Vecino frecuente,2025-05-23
193,2026-03-19,66,29.07,19.63,,166,100,0,WhatsApp,Plin,490.72,-116.42,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Ana Flores,San Juan de Lurigancho,Ocasional,2025-11-21
194,10/05/2026,31,4.79,3.3,5,67,36,0,Telefono,Transferencia,252.93,215.24,Cliente  frecuente,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Fiorella Salazar,La Molina,Ocasional,2025-09-01
195,2026-06-12,30,3.53,2.18,5,222,192,0,Mostrador,Plin,170.08,142.76,OK,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,,Villa El Salvador,Ocasional,2025-12-02
196, 2026-06-10 ,44,5.52,3.45,3,168,124,0,WhatsApp,Transferencia,279.29,219.84 aprox,OK,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Luis Paredes,surco,Vecino frecuente,2025-07-22
197,2026-03-11,14,9.7,5.93,3,37,23,0,WhatsApp,Yape,118.36,71.35,OK,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Carlos Campos,  Ate ,Familia,2025-06-11
198,2026-03-26,72,5.37,3.14,5,,175,0,WhatsApp,Tarjeta,536.01,438.49,Cliente frecuente,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Miguel Vargas,Lima,Mayorista pequeno,2025-10-16
199,2026-04-04,30,3.5,2.31,8,204,172,2,,Transferencia,217.62,196.2,,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Jose Gomez,Surco,Negocio, 2025-04-09 
200,2026/03/16,17,4.73,3.44,,54,37,0,Telefono,,144.51,120.02,Cliente frecuente,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,  Maria Reyes ,Los Olivos,Ocasional,2025-01-02
201,2026-04-08,59 aprox,7.19,4.88,0,71,12,0,WhatsApp,Tarjeta,395.19,241.86,OK,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Valeria Rojas,Lima,,2025-01-18
202,2026-02-06,28,8.02,,5,163,135,0,Delivery local,Yape,211.4,163.96,Cliente frecuente,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Jose Mendoza,LIMA,Ocasional,2025-01-21
203,2026-01-18,42,4.97,3.15,12,280,238,0,Mostrador,Tarjeta,242.2,205.35,Promocion,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Miguel Sayan,,Negocio,2025-03-21
204,2026-05-07,62,9.75,6.82,8,125,63,0,Mostrador,Efectivo,398.2,217.4,   ,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Diana Vargas,,,2025-12-23
205,2026-04-27,11 aprox,28.23,19.58,0,227,216,0,Delivery local,Tarjeta,114.91,-28.2,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Luis Mendoza,  San Juan de Lurigancho ,Mayorista pequeno,2025-03-21
206,2026-02-27,10,9.67,5.7,0,63,53,0,Delivery local,Tarjeta,132.3,S/ 55.31,,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Ana Soto,La Molina,Vecino frecuente,2025-12-11
207,,213,10.05,6.68,8,366,153,0,WhatsApp,Yape,1858.66,1369.91,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Marco Huaman,San Miguel,Vecino frecuente,2025-03-14
208,2026-03-04,46,9.06,5.74,15,196,149,1,Mostrador,Efectivo,352.76,"268,56",,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Ana Flores,San Juan de Lurigancho,Ocasional,2025-11-21
209,2026-06-09,34,12.5,S/ 8.05,15,214,,0,Telefono,,222.0,116.57,OK,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Luis Mendoza,Villa El Salvador,Ocasional,2025-12-18
210,2026-06-19, 56 , 6.75 ,4.31,0,137, 80 ,1,Telefono,Plin,436.33,318.38,Promocion,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Atun en lata,Conservas,Mar Azul,4.39,6.74,Jorge Campos,San Miguel,NEGOCIO,2025-07-11
211,2026-05-14,36,7.4,4.8,0,196,158, 2 ,Delivery local,Transferencia,386.51,268.38,Cliente frecuente,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Rocio Paredes,San Juan de Lurigancho,Ocasional,2025-02-05
212,2026-06-11,73,6.99,4.55,0,287 aprox,214,0,Telefono,Efectivo,"704,37",544.29,OK,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Atun en lata,Conservas,Mar Azul,4.39,6.74,Sofia Vargas,CaLlAo,Familia,2025-12-16
213,2026-03-21,43,4.72,3.38,0,200,157,0,Telefono,EFECTIVO,,275.29,OK,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Fiorella Mendoza,Los Olivos,,2025-11-07
214,14-06-2026,63,4.99,3.26,15,133,70,0,MoStRaDoR,Plin,525.32,511.53,,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Rocio Campos,Los Olivos,Negocio,2025-01-08
215,2026-02-17,75,3.77,2.22,10,175,100,0,WhatsApp,Transferencia,543.64,521.43,Revisar stock,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,  Maria Reyes ,Los Olivos,Ocasional,2025-01-02
216,2026-05-28,51,6.71, 4.47 ,3,135,83,1,Delivery local,Efectivo,207.05,102.73 aprox,revisar stock,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Atun en lata,Conservas,Mar Azul,4.39,6.74,,Villa El Salvador,Ocasional,2025-12-02
217,2026-04-07,64,14.74,10.01,3,, 107 ,0,Delivery local,Tarjeta,488.08,195.76,Revisar stock,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Victor Castillo,Villa El Salvador,Ocasional,01-06-2025
218,2026-02-02,44,5.13,3.24,8,191,147 aprox,0,Telefono,Transferencia,274.79,219.76,,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,,Surco,Mayorista pequeno,2025-01-13
219,2026-04-23,20,4.63,3.32,8,62,41,1,Mostrador,Yape,111.62,76.51,Revisar stock,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Rocio Vargas,Chorrillos,Negocio,2025-12-24
220,2026-03-27,10,9.51,5.75,0,231,221,0,WhatsApp,Transferencia,71.03,47.61,,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Claudia Salazar,Chorrillos,Negocio,2025-08-23
221,2026-05-15,43,"7,04",4.27,3,170,126,1,Mostrador,YAPE,369.04,284.39,Promocion,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Atun en lata,Conservas,Mar Azul,4.39,6.74,Raul Rojas,Comas,Negocio,2025-02-04
222,2026-02-28,71,27.48,19.86,12, 200 ,129,0,delivery local,Yape,563.27,-46.95,Revisar stock,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Victor Castillo,Los Olivos,Negocio,2025-06-14
223,2026-02-09,,4.96,3.28,5,219,160,3,Delivery local,Yape,"362,03",305.09,,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Andre Rojas,Comas,Familia,12-04-2025
224,2026-05-07,51,3.78,2.24,12,64,13,0,  Delivery local ,Yape,361.72,358.95,,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Camila Quispe,Surco,Negocio,2025-08-06
225,2026-03-05,65,10.13,6.84 aprox,3,110 aprox,45,0,,Yape,398.45, 183.6 ,Cliente frecuente,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Ana Paredes,Callao,Ocasional,2025-06-26
226,2026-01-08,37,6.7,4.35,0,73,36,0,WhatsApp,plin,233.72,"153,51",,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Atun en lata,Conservas,Mar Azul,4.39,6.74,Ana Paredes,Callao,Ocasional,2025-06-26
227,2026-06-17,36,2.99,1.69,8,50,14 aprox,0,WhatsApp,Plin,S/ 288.89,268.22,Cliente frecuente,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,galletas soda,Snacks,Dulcesur,1.64,2.79,Andre Rojas,San Miguel,Mayorista pequeno,2025-09-14
228,2026-03-18,42 aprox,2.89,1.61,10,236,194,0,WhatsApp,Efectivo,199.3,198.11,Promocion,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,galletas soda,Snacks,Dulcesur,1.64,2.79,Jose Gomez,Surco,Negocio, 2025-04-09 
229,16/05/2026,67,10.42,6.77,3,205,138,,Telefono,Yape,479.81,270.41,OK,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Ana Flores,San Juan de Lurigancho,Ocasional,2025-11-21
230,08/05/2026,17, 3.61 ,2.29,0,96,79,0,,Efectivo,127.85,99.44,Promocion,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Valeria Reyes,Chorrillos,VeCiNo fReCuEnTe,2025-12-24
231,2026-06-27,19,9.83,5.88,0,54,32,3,WhatsApp,Transferencia,161.59,81.81,,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Andre Rojas,Comas,Familia,12-04-2025
232,2026-03-20,13,S/ 2.75,1.64,0,174,161,0,WhatsApp,Yape,83.54,71.62,OK,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,galletas soda,Snacks,Dulcesur,1.64,2.79,Miguel Mendoza,Callao,Familia,2025-10-24
233,2026-03-17,14, 3.6 ,2.18,10,,181,0,Mostrador,Yape,119.84,91.86,,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Carlos Soto,Villa El Salvador,Vecino frecuente,2025-06-04
234,2026-05-04,56,9.16,5.93 aprox,5 aprox,197,141,0,  Mostrador ,Transferencia,467.3,338.6,,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Miguel Sayan,,Negocio,2025-03-21
235,2026-02-13,7, 7.21 ,4.48,0,128,121,0,Telefono,EfEcTiVo,62.55,33.33,Revisar stock,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Atun en lata,Conservas,Mar Azul,4.39,6.74,Raul Soto,Surco,FaMiLiA,17/03/2025
236,2026-03-24,21,5.3,3.5,12,189,168,0,Mostrador,TRANSFERENCIA,138.39,118.84,Cliente frecuente,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Andre Rojas,Comas,Familia,12-04-2025
237,2026-03-24,70,26.79,19.13,5,208,138,0,Telefono,Tarjeta,567.57,-70.9,Cliente frecuente,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Pedro Huaman,Villa El Salvador,Mayorista pequeno,2025-06-16
238,2026-03-28,69,"3,62",2.17,12,201,132 aprox,0,Mostrador,transferencia,460.19,443.03,,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Carlos Reyes,comas,Vecino frecuente,2025-01-09
239,2026-06-10,40,2.91,"1,72",8,78,38,0,WhatsApp,TaRjEtA,218.86,180.62,,Abarrotes Esperanza 2,La Molina,Norte,Almacen,galletas soda,Snacks,Dulcesur,1.64,2.79,Luis Reyes,Los Olivos,  Familia ,2025-06-17
240,2026-02-05,74,,9.69,8,275,196,5,Delivery local,Plin,433.16,73.81,Revisar stock,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Luis Sayan,Independencia,Vecino frecuente,2025-02-02
241,,68,5.13,3.22,10,254,186,0 aprox,Telefono,Efectivo,392.44,307.56,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Carlos Reyes,Ate,Mayorista pequeno,2025-04-03
242,2026-01-17,12,5.15,3.31,5,38,24,2,WhatsApp,  Yape ,111.06,72.55,Revisar stock,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Victor Castillo,Los Olivos,Negocio,2025-06-14
243,2026-06-01,59,5.09,3.12 aprox,12,127,63,5,WhatsApp,Plin,356.94, 284.34 ,Revisar stock,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Jorge Campos,San Miguel,NEGOCIO,2025-07-11
244,2026-05-25,37,13.63,8.09,5,86,49,0,DeLiVeRy lOcAl,Yape,267.36,133.06,,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Jose Gomez,Surco,Negocio, 2025-04-09 
245,2026-01-27,34, 5.41 ,3.2,0,69,35,0,Delivery local,,259.97,202.17,Cliente frecuente,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Carlos Reyes,Callao,Vecino frecuente,2025-05-23
246,2026-02-28,24,9.46,,8,102,78,0,Delivery local,yape,187.34,136.53,Cliente frecuente,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Maria Ramos,Los Olivos,Vecino frecuente,2025-06-25
247,2026-05-18,54,7.38,4.92,0 aprox,,149,0,WhatsApp,Yape,421.27,287.34,Promocion,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Carlos Campos,  Ate ,Familia,2025-06-11
248,2026-04-11,6,4.99,3.1,0,92,86,0,Mostrador,,29.75,31.38,Revisar stock,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Maria Ramos,Los Olivos,Vecino frecuente,2025-06-25
249,2026-06-28,56,13.14,8.23,0,82,26,0,TeLeFoNo,Tarjeta,S/ 491.72,261.43,Revisar stock,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Elena Rojas,Comas,Mayorista pequeno,2025-08-03
250,2026-06-18,32,2.92 aprox,"1,71",12,181,,3,Telefono,Tarjeta,217.97,193.94,Revisar stock,Abarrotes Esperanza 2,La Molina,Norte,Almacen,galletas soda,Snacks,Dulcesur,1.64,2.79,Camila Campos,Chorrillos,FaMiLiA,2025-04-12
251,2026-05-05,66,7.72,4.69,5,284,217,1,Telefono,Efectivo,553.03,417.11,,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Raul Sayan,  Lima ,Mayorista pequeno,2025-05-18
252,2026-02-23,61,15.77,9.58,5,138,76,1,Telefono,Tarjeta,418.9,137.68,Revisar stock,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Camila Campos,San Miguel,Ocasional,2025-04-17
253, 2026-04-21 ,68,10.26,6.61,3,157, 89 ,0,Mostrador,Plin,526.77,,,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Ana Soto,La Molina,Vecino frecuente,2025-12-11
254, 2026-02-22 ,8,7.63,4.78,0,162,153,,Mostrador,Efectivo,70.92,44.58,,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Marco Huaman,San Miguel,Vecino frecuente,2025-03-14
255,2026-02-25,44,13.65,8.24 aprox,0 aprox,159,115,0,WhatsApp,Yape,444.91,245.85,,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Marco Huaman,San Miguel,Vecino frecuente,2025-03-14
256,24-06-2026,46,7.62,4.65,10 aprox,250,202,2,WhatsApp,Efectivo,249.77,172.2,Cliente frecuente,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Andre Rojas,San Miguel,Mayorista pequeno,2025-09-14
257,2026-05-01,16, 2.81 ,S/ 1.65,0 aprox,246,230,0,Mostrador,Tarjeta,113.36,79.41,,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,galletas soda,Snacks,Dulcesur,1.64,2.79,Marco Flores,Miraflores,FaMiLiA,2025-12-19
258,2026-02-14,30,15.93,9.45,0,154,124,0,Telefono,Yape,219.1,72.27,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Fiorella Navarro,Callao,  Ocasional ,2025-01-04
259,2026-02-22,,9.41,6.84 aprox,10,200,130,1,Telefono,Tarjeta,428.14,231.47,Promocion,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Fiorella Torres,San Miguel,Mayorista pequeno,10-10-2025
260, 2026-02-28 ,28,5.15,3.5,5 aprox,172,143, 1 ,Mostrador,Efectivo,174.3,"118,42",ReViSaR StOcK,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Elena Salazar,Callao,Negocio,2025-06-19
261,2026-02-15,54,26.7,19.83,8,107,50,3,WhatsApp,TARJETA,387.83,-185.45,,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Luis Mendoza,Villa El Salvador,Ocasional,2025-12-18
262,,49,,18.59,3,195,145 aprox,1,Telefono,Efectivo,419.84,-25.46,Promocion,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Luis Quispe,Ventanilla,Negocio,2025-11-12
263,2026-03-23,56,13.72,7.86,0,103,47,0,WhatsApp,Tarjeta,511.52,280.07,Cliente frecuente,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Carlos Salazar,Chorrillos,Vecino frecuente,2025-01-16
264,2026-01-27,12,7.09,4.57,0,243,231,0,Telefono,Efectivo,82.83,55.66,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Atun en lata,Conservas,Mar Azul,4.39,6.74,Fiorella Salazar,La Molina,Ocasional,2025-09-01
265,2026-06-16,48,3.6,2.3,12,168,120,0,Telefono,Tarjeta,220.53,220.04,,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Carlos Reyes,Callao,Vecino frecuente,2025-05-23
266,2026-06-17,42,5.2,3.15,3,230,188,0,mostrador,Yape,232.67,,OK,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Raul Ramos,Ate,NeGoCiO,19-06-2025
267,2026-02-22,15,15.56,10.0,0,110 aprox,95,0,Telefono,Tarjeta,97.93,18.83,OK,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Lucia Salazar,Lima,Ocasional,2025-08-17
268,2026-06-16,63, 16.0 ,9.99,8,283,220,0,Mostrador,Transferencia,509.53 aprox,255.15,Revisar stock,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Sofia Vargas,CaLlAo,Familia,2025-12-16
269,,65,9.68,6.73,12,157,,0,WhatsApp,Efectivo,492.07,330.91,OK,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Ana Navarro,Ventanilla,Vecino frecuente,2025-08-24
270,2026-02-28,18,13.22,7.85,15, 147 ,129,0,DeLiVeRy lOcAl,Transferencia,129.82,59.55,Cliente frecuente,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Ana Flores,San Juan de Lurigancho,Ocasional,2025-11-21
271,2026-03-13,17,10.22,6.89,10,218, 199 ,2,,Efectivo,114.16 aprox,45.2,OK,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Andre Huaman,ate,MAYORISTA PEQUENO,2025-10-12
272,2026-01-13,72,15.94,10.03 aprox,10,173,100,1,WhatsApp,Yape,496.05,199.84,Revisar stock,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Raul Rojas,Comas,Negocio,2025-02-04
273,2026-04-03,42, 26.45 ,19.16,5,172,130,0,Telefono,Transferencia,341.05 aprox,-57.53,promocion,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,,La Molina,Vecino frecuente,2025-04-01
274,2026-06-25,,2.79,1.62,0,220, 170 ,0,Mostrador,Tarjeta,339.0,309.42,OK,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,galletas soda,Snacks,Dulcesur,1.64,2.79,Andre Rojas,Comas,Familia,12-04-2025
275,2026-01-15,9,5.11,3.38,10,172,163,0,WhatsApp,,S/ 50.92,43.4,Promocion,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Marco Flores,Miraflores,FaMiLiA,2025-12-19
276,2026-03-21,60,S/ 5.21,3.29,8,296,236,0,Mostrador,Yape,412.57,336.61,revisar stock,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Ana Castillo,Ate,Negocio,2025-04-02
277,2026-02-15,37,6.54,4.39,8,233,196,0,,Tarjeta,231.98,168.01 aprox,Revisar  stock,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Atun en lata,Conservas,Mar Azul,4.39,6.74,Camila Quispe,Surco,Negocio,2025-08-06
278,2026-02-09,54,9.87,5.7,10,116,59,3,Delivery local,,371.5,248.11,Cliente frecuente,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,,SaN JuAn dE LuRiGaNcHo,Vecino frecuente,2025-11-05
279,,66,27.0,19.3,5,161,94,1 aprox,Mostrador,efectivo,486.34,-125.65,,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Jose Mendoza,LIMA,Ocasional,2025-01-21
280, 2026-01-12 ,22, 7.38 ,4.92,12,54,32,0,Telefono,Efectivo,176.4,131.27,OK,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Raul Soto,Surco,FaMiLiA,17/03/2025
281,23/05/2026,17,13.6,8.32,5,246,228,1,telefono,Efectivo,128.46,62.9,,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Luis Reyes,Los Olivos,  Familia ,2025-06-17
282,2026-02-19,18,4.8 aprox,3.4,,57,39,0,DeLiVeRy lOcAl,Plin,118.24,91.22 aprox,Revisar stock,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Andre Huaman,ate,MAYORISTA PEQUENO,2025-10-12
283,2026-06-11,11,5.09,3.28,5,252,240,1,WhatsApp,Transferencia,83.91,57.77,Cliente frecuente,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Claudia Mendoza,San Miguel,Mayorista pequeno,2025-12-02
284,2026-03-27,25,4.84,3.51,0,84,59,0,Mostrador,Yape,243.39,183.84,,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Camila Campos,San Miguel,Ocasional,2025-04-17
285,2026-01-27,60,8.97,6.05, 0 ,256,195,1,Delivery local,Efectivo,455.81,266.74,Promocion,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Carlos Campos,  Ate ,Familia,2025-06-11
286,2026-01-08,55,S/ 9.46,6.55,12,108, 52 ,1,WhatsApp,YAPE,"367,59",223.74,OK,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Marco Huaman,San Miguel,Vecino frecuente,2025-03-14
